KJ_test	// User ID
25-3-2025	// Evaluation date
Kathryn_AHAP_CMJ1	24-3-2025	15:04:55:021	// Source file name and timestamp
238.095	// Sampling rate
3.000	// Data capture period



Sample #	GRF_Y	left_ank_X_pos	left_ank_Y_pos	left_ank_Z_pos	right_ank_X_pos	right_ank_Y_pos	right_ank_Z_pos	left_knee_X_pos	left_knee_Y_pos	left_knee_Z_pos	right_knee_X_pos	right_knee_Y_pos	right_knee_Z_pos	left_hip_X_pos	left_hip_Y_pos	left_hip_Z_pos	right_hip_X_pos	right_hip_Y_pos	right_hip_Z_pos	Height	Mass	
78	567.391611	0.119629	0.092462	-0.433663	0.123820	0.090190	-0.157337	0.170608	0.489150	-0.406307	0.176471	0.481659	-0.188976	0.189180	0.880529	-0.399335	0.197430	0.883942	-0.209271	1.660000	58.340150	
79	568.721786	0.119613	0.092355	-0.433263	0.124013	0.090474	-0.157488	0.170618	0.489071	-0.406355	0.176431	0.481982	-0.189022	0.189264	0.880443	-0.399224	0.197301	0.884277	-0.209160	1.660000	58.340150	
80	569.266564	0.119487	0.092204	-0.432783	0.124000	0.090763	-0.157744	0.170914	0.488912	-0.406597	0.176475	0.482244	-0.189509	0.189435	0.880277	-0.398750	0.197153	0.884596	-0.208683	1.660000	58.340150	
81	569.209728	0.119182	0.092010	-0.432373	0.123859	0.090777	-0.157919	0.171108	0.488697	-0.406824	0.176365	0.482232	-0.189973	0.189466	0.880057	-0.398435	0.196917	0.884627	-0.208362	1.660000	58.340150	
82	570.585683	0.118699	0.091787	-0.432156	0.123655	0.090349	-0.157879	0.170925	0.488450	-0.406871	0.175983	0.481821	-0.190029	0.189200	0.879819	-0.398643	0.196581	0.884207	-0.208564	1.660000	58.340150	
83	569.901839	0.118277	0.091606	-0.432175	0.123375	0.089745	-0.157680	0.170589	0.488250	-0.406755	0.175678	0.481230	-0.189704	0.188794	0.879632	-0.399077	0.196345	0.883577	-0.208994	1.660000	58.340150	
84	569.457964	0.118178	0.091548	-0.432449	0.122997	0.089301	-0.157432	0.170413	0.488170	-0.406526	0.175857	0.480739	-0.189119	0.188459	0.879569	-0.399321	0.196431	0.883049	-0.209247	1.660000	58.340150	
85	570.326858	0.118356	0.091589	-0.432925	0.122603	0.089093	-0.157217	0.170460	0.488172	-0.406166	0.176351	0.480442	-0.188488	0.188299	0.879587	-0.399322	0.196757	0.882729	-0.209264	1.660000	58.340150	
86	568.561767	0.118558	0.091633	-0.433493	0.122342	0.089017	-0.157090	0.170625	0.488144	-0.405611	0.176621	0.480316	-0.188090	0.188341	0.879573	-0.399263	0.197048	0.882583	-0.209213	1.660000	58.340150	
87	570.969923	0.118641	0.091624	-0.433967	0.122294	0.089041	-0.157070	0.170825	0.488040	-0.404969	0.176425	0.480359	-0.188111	0.188621	0.879474	-0.399195	0.197111	0.882618	-0.209135	1.660000	58.340150	
88	569.945092	0.118659	0.091567	-0.434028	0.122414	0.089273	-0.157110	0.171017	0.487932	-0.404657	0.176067	0.480620	-0.188595	0.189184	0.879350	-0.398921	0.196916	0.882910	-0.208839	1.660000	58.340150	
89	572.062968	0.118683	0.091475	-0.433458	0.122636	0.089781	-0.157129	0.171188	0.487887	-0.405022	0.175879	0.481107	-0.189517	0.189996	0.879259	-0.398324	0.196495	0.883484	-0.208211	1.660000	58.340150	
90	572.682123	0.118786	0.091362	-0.432643	0.122856	0.090312	-0.157078	0.171475	0.487862	-0.405802	0.176043	0.481564	-0.190443	0.190572	0.879196	-0.397850	0.196132	0.884032	-0.207719	1.660000	58.340150	
91	572.075119	0.119031	0.091235	-0.432145	0.122959	0.090514	-0.156949	0.172058	0.487770	-0.406535	0.176674	0.481652	-0.190823	0.190311	0.879135	-0.398103	0.196177	0.884153	-0.207990	1.660000	58.340150	
92	572.021064	0.119302	0.091147	-0.432110	0.122916	0.090356	-0.156743	0.172856	0.487640	-0.406954	0.177532	0.481377	-0.190503	0.189354	0.879092	-0.398969	0.196543	0.883847	-0.208899	1.660000	58.340150	
