KJ_test	// User ID
25-3-2025	// Evaluation date
KaiJen_AHAP_CMJ1	24-3-2025	14:58:15:811	// Source file name and timestamp
238.095	// Sampling rate
3.000	// Data capture period



Sample #	GRF_Y	left_ank_X_pos	left_ank_Y_pos	left_ank_Z_pos	right_ank_X_pos	right_ank_Y_pos	right_ank_Z_pos	left_knee_X_pos	left_knee_Y_pos	left_knee_Z_pos	right_knee_X_pos	right_knee_Y_pos	right_knee_Z_pos	left_hip_X_pos	left_hip_Y_pos	left_hip_Z_pos	right_hip_X_pos	right_hip_Y_pos	right_hip_Z_pos	Height	Mass	
89	999.246203	0.129871	0.091085	-0.447578	0.126729	0.085468	-0.130647	0.132168	0.502839	-0.414790	0.124211	0.501635	-0.165492	0.124817	0.895127	-0.417974	0.150550	0.892487	-0.184667	1.810000	102.075672	
90	1001.061320	0.129088	0.090320	-0.448562	0.126099	0.086001	-0.130017	0.130969	0.502100	-0.416024	0.124546	0.502031	-0.166517	0.124142	0.894408	-0.417382	0.150985	0.892948	-0.184187	1.810000	102.075672	
91	1000.853198	0.128623	0.090173	-0.448782	0.125087	0.086007	-0.129330	0.130920	0.501901	-0.415663	0.124297	0.501823	-0.168239	0.123631	0.894199	-0.417311	0.151262	0.892776	-0.184205	1.810000	102.075672	
92	999.217934	0.128605	0.090675	-0.448228	0.124122	0.085401	-0.128839	0.132296	0.502274	-0.413733	0.123531	0.501001	-0.170005	0.123474	0.894524	-0.417772	0.151327	0.891946	-0.184705	1.810000	102.075672	
93	1002.801308	0.128928	0.091425	-0.447559	0.123647	0.084710	-0.128776	0.134503	0.502884	-0.411552	0.122682	0.500254	-0.170472	0.123622	0.895044	-0.418363	0.151242	0.891139	-0.185284	1.810000	102.075672	
94	1001.439360	0.129435	0.092022	-0.447240	0.123899	0.084385	-0.129171	0.136736	0.503378	-0.410219	0.122134	0.500100	-0.169028	0.124030	0.895450	-0.418726	0.151114	0.890884	-0.185593	1.810000	102.075672	
95	1003.946717	0.129869	0.092145	-0.447072	0.124583	0.084590	-0.129582	0.137707	0.503493	-0.410164	0.122071	0.500538	-0.166944	0.124687	0.895554	-0.418671	0.151160	0.891227	-0.185466	1.810000	102.075672	
96	1006.648987	0.129995	0.091569	-0.446774	0.125333	0.085374	-0.129573	0.136331	0.503064	-0.411562	0.122576	0.501442	-0.165630	0.125545	0.895231	-0.418056	0.151561	0.892108	-0.184787	1.810000	102.075672	
97	1006.570233	0.129882	0.090738	-0.446365	0.125900	0.086450	-0.129378	0.133978	0.502443	-0.413263	0.123254	0.502535	-0.165237	0.126186	0.894718	-0.416897	0.152001	0.893256	-0.183589	1.810000	102.075672	
98	1008.624621	0.129738	0.090368	-0.446056	0.126093	0.087387	-0.129550	0.133248	0.502132	-0.413418	0.123484	0.503478	-0.165287	0.126016	0.894431	-0.415299	0.151924	0.894296	-0.181988	1.810000	102.075672	
99	1010.070253	0.129646	0.090744	-0.446031	0.125865	0.087886	-0.130250	0.134956	0.502335	-0.411587	0.123155	0.504021	-0.165451	0.124950	0.894571	-0.413710	0.151309	0.894930	-0.180446	1.810000	102.075672	
100	1010.148588	0.129534	0.091596	-0.446358	0.125379	0.087825	-0.131107	0.137405	0.502934	-0.409416	0.122880	0.504022	-0.165617	0.123609	0.895044	-0.413052	0.150881	0.894968	-0.179900	1.810000	102.075672	
101	1011.577381	0.129346	0.092605	-0.446967	0.124819	0.087218	-0.131742	0.139093	0.503747	-0.408299	0.123147	0.503459	-0.165747	0.122603	0.895731	-0.413878	0.151180	0.894370	-0.180894	1.810000	102.075672	
102	1013.148348	0.129134	0.093614	-0.447408	0.124416	0.086564	-0.131963	0.140119	0.504630	-0.407774	0.123745	0.502803	-0.166033	0.122281	0.896526	-0.415087	0.151772	0.893673	-0.182226	1.810000	102.075672	
103	1012.316190	0.128965	0.094530	-0.447212	0.124405	0.086439	-0.131694	0.140969	0.505455	-0.406948	0.124291	0.502602	-0.166679	0.122876	0.897319	-0.415258	0.152030	0.893512	-0.182361	1.810000	102.075672	
104	1010.562041	0.128901	0.095191	-0.446603	0.124680	0.086860	-0.131134	0.141718	0.506049	-0.405902	0.124632	0.502912	-0.167407	0.123943	0.897924	-0.414351	0.152154	0.893904	-0.181341	1.810000	102.075672	
105	1012.689887	0.129020	0.095371	-0.446261	0.124885	0.087418	-0.130679	0.142146	0.506203	-0.405403	0.124784	0.503415	-0.167600	0.124535	0.898096	-0.413362	0.152958	0.894400	-0.180380	1.810000	102.075672	
