KJ_test	// User ID
25-3-2025	// Evaluation date
ianjump_AFAP_CMJ1	24-3-2025	14:47:43:968	// Source file name and timestamp
238.095	// Sampling rate
3.000	// Data capture period



Sample #	GRF_Y	left_ank_X_pos	left_ank_Y_pos	left_ank_Z_pos	right_ank_X_pos	right_ank_Y_pos	right_ank_Z_pos	left_knee_X_pos	left_knee_Y_pos	left_knee_Z_pos	right_knee_X_pos	right_knee_Y_pos	right_knee_Z_pos	left_hip_X_pos	left_hip_Y_pos	left_hip_Z_pos	right_hip_X_pos	right_hip_Y_pos	right_hip_Z_pos	Height	Mass	
91	880.915338	0.105374	0.107796	-0.476808	0.109049	0.107009	-0.149102	0.176672	0.551471	-0.441359	0.169217	0.550585	-0.191519	0.173196	0.977365	-0.433926	0.189627	0.976312	-0.208944	1.910000	89.660313	
92	880.686879	0.104827	0.107326	-0.476883	0.109125	0.107675	-0.148812	0.176109	0.550998	-0.441366	0.168893	0.551286	-0.191428	0.173558	0.976903	-0.434198	0.190091	0.976959	-0.209220	1.910000	89.660313	
93	879.929969	0.104591	0.106879	-0.476852	0.109190	0.108509	-0.148680	0.175946	0.550545	-0.441411	0.168593	0.552136	-0.191638	0.174412	0.976455	-0.434256	0.190437	0.977784	-0.209245	1.910000	89.660313	
94	880.311043	0.104838	0.106734	-0.476715	0.109337	0.109269	-0.148742	0.176410	0.550375	-0.441381	0.168559	0.552884	-0.192060	0.175546	0.976283	-0.433956	0.190395	0.978565	-0.208874	1.910000	89.660313	
95	878.087579	0.105404	0.106831	-0.476611	0.109513	0.109545	-0.148864	0.177188	0.550445	-0.441372	0.168697	0.553144	-0.192401	0.176249	0.976348	-0.433697	0.190214	0.978867	-0.208560	1.910000	89.660313	
96	879.377296	0.106065	0.107025	-0.476669	0.109634	0.108951	-0.148890	0.177879	0.550639	-0.441529	0.168869	0.552545	-0.192434	0.175836	0.976539	-0.433897	0.190198	0.978270	-0.208780	1.910000	89.660313	
97	880.682353	0.106542	0.106955	-0.476725	0.109588	0.107554	-0.148741	0.178106	0.550647	-0.442046	0.169064	0.551076	-0.192698	0.174507	0.976536	-0.434415	0.190459	0.976783	-0.209399	1.910000	89.660313	
98	878.789454	0.106540	0.106169	-0.476473	0.109251	0.105657	-0.148372	0.177519	0.550056	-0.443092	0.169331	0.548915	-0.194087	0.172906	0.975924	-0.434832	0.191001	0.974639	-0.209977	1.910000	89.660313	
99	877.915541	0.106044	0.104813	-0.475930	0.108659	0.103865	-0.147871	0.176269	0.548952	-0.444348	0.169595	0.546718	-0.196274	0.171660	0.974795	-0.434904	0.191645	0.972492	-0.210213	1.910000	89.660313	
100	877.282371	0.105418	0.103841	-0.475584	0.108069	0.103150	-0.147525	0.175191	0.548110	-0.444856	0.169608	0.545777	-0.197269	0.171367	0.973943	-0.434633	0.191952	0.971572	-0.210002	1.910000	89.660313	
101	877.855075	0.104977	0.103945	-0.475833	0.107713	0.104098	-0.147569	0.174930	0.548108	-0.444039	0.169203	0.546914	-0.195663	0.172368	0.973958	-0.434152	0.191638	0.972673	-0.209411	1.910000	89.660313	
102	876.457628	0.104729	0.104550	-0.476468	0.107676	0.105753	-0.147891	0.175153	0.548525	-0.443114	0.168586	0.548978	-0.192849	0.173975	0.974400	-0.434057	0.191127	0.974642	-0.209134	1.910000	89.660313	
103	872.903915	0.104612	0.104803	-0.477146	0.107987	0.106818	-0.148294	0.175321	0.548726	-0.443660	0.168056	0.550396	-0.190834	0.175285	0.974611	-0.434985	0.190987	0.975922	-0.209944	1.910000	89.660313	
104	874.720881	0.104671	0.104656	-0.477691	0.108478	0.107010	-0.148664	0.175485	0.548648	-0.445340	0.167886	0.550771	-0.190226	0.175956	0.974529	-0.436522	0.191286	0.976171	-0.211458	1.910000	89.660313	
105	874.120386	0.105028	0.104661	-0.478042	0.108838	0.106832	-0.148972	0.176139	0.548650	-0.446364	0.168328	0.550576	-0.190574	0.176066	0.974531	-0.437479	0.191725	0.975944	-0.212445	1.910000	89.660313	
106	875.217643	0.105674	0.105128	-0.478164	0.108895	0.106664	-0.149181	0.177414	0.548963	-0.445779	0.169319	0.550227	-0.191335	0.175832	0.974847	-0.437197	0.192067	0.975681	-0.212202	1.910000	89.660313	
107	875.668711	0.106323	0.105874	-0.478088	0.108769	0.106592	-0.149250	0.178689	0.549508	-0.444342	0.170162	0.549985	-0.191825	0.175729	0.975392	-0.436130	0.192218	0.975547	-0.211149	1.910000	89.660313	
108	877.121904	0.106693	0.106673	-0.477887	0.108601	0.106645	-0.149193	0.179345	0.550165	-0.442886	0.170209	0.550040	-0.191463	0.176147	0.976050	-0.434841	0.192122	0.975652	-0.209825	1.910000	89.660313	
