,Person 1,Height (m),1.85,Frequency (Hz),1000
,Fz,Weight (N),845.162,,
,N,,,N*-1,
3807,-791.828,,,791.828,
3808,-801.542,,,801.542,
3809,-811.813,,,811.813,
3810,-822.09,,,822.09,
3811,-831.81,,,831.81,
3812,-842.27,,,842.27,
3813,-852.907,,,852.907,
3814,-862.631,,,862.631,
3815,-872.909,,,872.909,
3816,-883.735,,,883.735,
3817,-894.381,,,894.381,
3818,-903.555,,,903.555,
3819,-913.647,,,913.647,
3820,-924.293,,,924.293,
3821,-934.934,,,934.934,
3822,-944.483,,,944.483,
3823,-954.213,,,954.213,
3824,-963.943,,,963.943,
3825,-972.934,,,972.934,
3826,-983.031,,,983.031,
3827,-992.215,,,992.215,
3828,-1001.76,,,1001.76,
3829,-1011.13,,,1011.13,
3830,-1019.58,,,1019.58,
3831,-1028.2,,,1028.2,
3832,-1037.2,,,1037.2,
3833,-1044.92,,,1044.92,
3834,-1052.81,,,1052.81,
3835,-1061.08,,,1061.08,
3836,-1068.6,,,1068.6,
3837,-1075.4,,,1075.4,
3838,-1082.93,,,1082.93,
3839,-1089.72,,,1089.72,
3840,-1097.06,,,1097.06,
3841,-1102.93,,,1102.93,
3842,-1109.18,,,1109.18,
3843,-1115.05,,,1115.05,
3844,-1120.2,,,1120.2,
3845,-1126.07,,,1126.07,
3846,-1130.47,,,1130.47,
3847,-1136.34,,,1136.34,
3848,-1139.84,,,1139.84,
3849,-1145.16,,,1145.16,
3850,-1149.02,,,1149.02,
3851,-1152.15,,,1152.15,
3852,-1155.46,,,1155.46,
3853,-1158.95,,,1158.95,
3854,-1161.89,,,1161.89,
3855,-1163.74,,,1163.74,
3856,-1165.94,,,1165.94,
3857,-1167.97,,,1167.97,
3858,-1169.45,,,1169.45,
3859,-1170.01,,,1170.01,
3860,-1171.84,,,1171.84,
3861,-1171.86,,,1171.86,
3862,-1172.6,,,1172.6,
3863,-1173.35,,,1173.35,
3864,-1173.18,,,1173.18,
3865,-1172.28,,,1172.28,
3866,-1172.3,,,1172.3,
3867,-1171.39,,,1171.39,
3868,-1170.31,,,1170.31,
3869,-1168.68,,,1168.68,
3870,-1167.96,,,1167.96,
3871,-1166.14,,,1166.14,
3872,-1164.51,,,1164.51,
3873,-1162.88,,,1162.88,
3874,-1160.33,,,1160.33,
3875,-1158.15,,,1158.15,
3876,-1155.79,,,1155.79,
3877,-1154.35,,,1154.35,
3878,-1151.62,,,1151.62,
3879,-1148.35,,,1148.35,
3880,-1147.1,,,1147.1,
3881,-1144.56,,,1144.56,
3882,-1142.76,,,1142.76,
3883,-1139.85,,,1139.85,
3884,-1137.31,,,1137.31,
3885,-1134.59,,,1134.59,
3886,-1132.05,,,1132.05,
3887,-1129.5,,,1129.5,
3888,-1126.22,,,1126.22,
3889,-1123.12,,,1123.12,
3890,-1120.02,,,1120.02,
3891,-1116.55,,,1116.55,
3892,-1113.27,,,1113.27,
3893,-1109.98,,,1109.98,
3894,-1106.87,,,1106.87,
3895,-1102.67,,,1102.67,
3896,-1098.83,,,1098.83,
3897,-1094.25,,,1094.25,
3898,-1090.42,,,1090.42,
3899,-1085.29,,,1085.29,
3900,-1082,,,1082,
3901,-1077.23,,,1077.23,
3902,-1073.2,,,1073.2,
3903,-1068.99,,,1068.99,
3904,-1064.4,,,1064.4,
3905,-1059.99,,,1059.99,
3906,-1055.04,,,1055.04,
3907,-1050.82,,,1050.82,
3908,-1045.68,,,1045.68,
3909,-1042.19,,,1042.19,
3910,-1037.42,,,1037.42,
3911,-1032.65,,,1032.65,
3912,-1028.61,,,1028.61,
3913,-1022.92,,,1022.92,
3914,-1019.06,,,1019.06,
3915,-1014.29,,,1014.29,
3916,-1009.51,,,1009.51,
3917,-1004.55,,,1004.55,
3918,-1000.15,,,1000.15,
3919,-995.553,,,995.553,
3920,-990.411,,,990.411,
3921,-985.453,,,985.453,
3922,-980.309,,,980.309,
3923,-975.906,,,975.906,
3924,-969.844,,,969.844,
3925,-965.067,,,965.067,
3926,-959.008,,,959.008,
3927,-953.502,,,953.502,
3928,-950.005,,,950.005,
3929,-943.034,,,943.034,
3930,-937.529,,,937.529,
3931,-931.654,,,931.654,
3932,-926.327,,,926.327,
3933,-921.005,,,921.005,
3934,-915.497,,,915.497,
3935,-910.729,,,910.729,
3936,-904.85,,,904.85,
3937,-899.343,,,899.343,
3938,-894.026,,,894.026,
3939,-888.333,,,888.333,
3940,-883.745,,,883.745,
3941,-877.874,,,877.874,
3942,-872.917,,,872.917,
3943,-867.965,,,867.965,
3944,-862.635,,,862.635,
3945,-857.316,,,857.316,
3946,-853.647,,,853.647,
3947,-848.503,,,848.503,
3948,-844.827,,,844.827,
3949,-839.325,,,839.325,
3950,-834.555,,,834.555,
3951,-831.063,,,831.063,
3952,-826.841,,,826.841,
3953,-822.071,,,822.071,
3954,-817.847,,,817.847,
3955,-813.442,,,813.442,
3956,-809.954,,,809.954,
3957,-805.916,,,805.916,
3958,-800.783,,,800.783,
3959,-797.479,,,797.479,
3960,-793.078,,,793.078,
3961,-790.143,,,790.143,
3962,-786.289,,,786.289,
3963,-782.435,,,782.435,
3964,-778.77,,,778.77,
3965,-775.653,,,775.653,
3966,-772.721,,,772.721,
3967,-769.974,,,769.974,
3968,-767.403,,,767.403,
3969,-764.472,,,764.472,
3970,-762.82,,,762.82,
3971,-760.991,,,760.991,
3972,-758.427,,,758.427,
3973,-757.327,,,757.327,
3974,-755.673,,,755.673,
3975,-754.205,,,754.205,
3976,-753.47,,,753.47,
3977,-751.999,,,751.999,
3978,-751.449,,,751.449,
3979,-750.893,,,750.893,
3980,-750.156,,,750.156,
3981,-749.608,,,749.608,
3982,-750.147,,,750.147,
3983,-749.78,,,749.78,
3984,-749.224,,,749.224,
3985,-749.589,,,749.589,
3986,-749.211,,,749.211,
3987,-749.392,,,749.392,
3988,-750.485,,,750.485,
3989,-750.664,,,750.664,
3990,-751.211,,,751.211,
3991,-751.754,,,751.754,
3992,-751.93,,,751.93,
3993,-753.025,,,753.025,
3994,-754.858,,,754.858,
3995,-755.585,,,755.585,
3996,-756.5,,,756.5,
3997,-758.143,,,758.143,
3998,-759.061,,,759.061,
3999,-760.153,,,760.153,
4000,-761.617,,,761.617,
4001,-763.08,,,763.08,
4002,-764.913,,,764.913,
4003,-766.011,,,766.011,
4004,-768.202,,,768.202,
4005,-770.214,,,770.214,
4006,-771.129,,,771.129,
4007,-773.686,,,773.686,
4008,-775.699,,,775.699,
4009,-777.344,,,777.344,
4010,-779.354,,,779.354,
4011,-781.731,,,781.731,
4012,-784.112,,,784.112,
4013,-786.124,,,786.124,
4014,-788.128,,,788.128,
4015,-790.695,,,790.695,
4016,-792.706,,,792.706,
4017,-795.446,,,795.446,
4018,-797.644,,,797.644,
4019,-800.201,,,800.201,
4020,-801.847,,,801.847,
4021,-804.411,,,804.411,
4022,-806.605,,,806.605,
4023,-807.889,,,807.889,
4024,-810.817,,,810.817,
4025,-812.827,,,812.827,
4026,-814.661,,,814.661,
4027,-817.224,,,817.224,
4028,-819.243,,,819.243,
4029,-821.804,,,821.804,
4030,-824.184,,,824.184,
4031,-826.566,,,826.566,
4032,-828.764,,,828.764,
4033,-830.413,,,830.413,
4034,-833.16,,,833.16,
4035,-835.727,,,835.727,
4036,-837.003,,,837.003,
4037,-839.929,,,839.929,
4038,-841.391,,,841.391,
4039,-842.851,,,842.851,
4040,-845.049,,,845.049,
4041,-846.696,,,846.696,
4042,-848.886,,,848.886,
4043,-850.897,,,850.897,
4044,-852.174,,,852.174,
4045,-853.449,,,853.449,
4046,-854.722,,,854.722,
4047,-856.548,,,856.548,
4048,-856.907,,,856.907,
4049,-858.727,,,858.727,
4050,-860.366,,,860.366,
4051,-861.094,,,861.094,
4052,-862.548,,,862.548,
4053,-863.634,,,863.634,
4054,-864.179,,,864.179,
4055,-863.805,,,863.805,
4056,-865.627,,,865.627,
4057,-865.618,,,865.618,
4058,-865.793,,,865.793,
4059,-865.971,,,865.971,
4060,-866.877,,,866.877,
4061,-867.239,,,867.239,
4062,-867.412,,,867.412,
4063,-867.946,,,867.946,
4064,-868.488,,,868.488,
4065,-868.662,,,868.662,
4066,-869.017,,,869.017,
4067,-869.742,,,869.742,
4068,-869.73,,,869.73,
4069,-870.643,,,870.643,
4070,-871.186,,,871.186,
4071,-872.098,,,872.098,
4072,-871.909,,,871.909,
4073,-872.275,,,872.275,
4074,-872.087,,,872.087,
4075,-872.456,,,872.456,
4076,-872.64,,,872.64,
4077,-873.372,,,873.372,
4078,-873.005,,,873.005,
4079,-873.731,,,873.731,
4080,-873.734,,,873.734,
4081,-873.369,,,873.369,
4082,-873.19,,,873.19,
4083,-874.111,,,874.111,
4084,-873.56,,,873.56,
4085,-874.117,,,874.117,
4086,-874.121,,,874.121,
4087,-873.762,,,873.762,
4088,-873.95,,,873.95,
4089,-875.606,,,875.606,
4090,-876.531,,,876.531,
4091,-874.706,,,874.706,
4092,-875.26,,,875.26,
4093,-875.818,,,875.818,
4094,-875.094,,,875.094,
4095,-875.651,,,875.651,
4096,-876.207,,,876.207,
4097,-876.401,,,876.401,
4098,-876.409,,,876.409,
4099,-876.785,,,876.785,
4100,-876.243,,,876.243,
4101,-876.987,,,876.987,
4102,-877.363,,,877.363,
4103,-877.185,,,877.185,
4104,-878.11,,,878.11,
4105,-877.385,,,877.385,
4106,-877.396,,,877.396,
4107,-878.32,,,878.32,
4108,-877.962,,,877.962,
4109,-878.524,,,878.524,
4110,-878.531,,,878.531,
4111,-878.909,,,878.909,
4112,-878.365,,,878.365,
4113,-878.736,,,878.736,
4114,-879.117,,,879.117,
4115,-878.21,,,878.21,
4116,-878.586,,,878.586,
4117,-878.967,,,878.967,
4118,-878.056,,,878.056,
4119,-878.62,,,878.62,
4120,-877.712,,,877.712,
4121,-878.454,,,878.454,
4122,-877.735,,,877.735,
4123,-877.561,,,877.561,
4124,-877.749,,,877.749,
4125,-877.214,,,877.214,
4126,-876.494,,,876.494,
4127,-876.323,,,876.323,
4128,-875.965,,,875.965,
4129,-875.43,,,875.43,
4130,-874.89,,,874.89,
4131,-873.615,,,873.615,
4132,-873.812,,,873.812,
4133,-873.089,,,873.089,
4134,-872.55,,,872.55,
4135,-870.912,,,870.912,
4136,-870.372,,,870.372,
4137,-870.206,,,870.206,
4138,-869.837,,,869.837,
4139,-869.486,,,869.486,
4140,-868.028,,,868.028,
4141,-867.667,,,867.667,
4142,-866.58,,,866.58,
4143,-866.222,,,866.222,
4144,-864.582,,,864.582,
4145,-863.679,,,863.679,
4146,-864.411,,,864.411,
4147,-862.591,,,862.591,
4148,-861.863,,,861.863,
4149,-860.953,,,860.953,
4150,-859.863,,,859.863,
4151,-859.319,,,859.319,
4152,-858.046,,,858.046,
4153,-857.497,,,857.497,
4154,-856.405,,,856.405,
4155,-855.317,,,855.317,
4156,-854.591,,,854.591,
4157,-853.131,,,853.131,
4158,-852.218,,,852.218,
4159,-851.312,,,851.312,
4160,-849.668,,,849.668,
4161,-847.296,,,847.296,
4162,-847.298,,,847.298,
4163,-845.843,,,845.843,
4164,-844.381,,,844.381,
4165,-842.743,,,842.743,
4166,-841.28,,,841.28,
4167,-839.827,,,839.827,
4168,-838.182,,,838.182,
4169,-838.006,,,838.006,
4170,-836.003,,,836.003,
4171,-834.179,,,834.179,
4172,-832.172,,,832.172,
4173,-830.537,,,830.537,
4174,-829.628,,,829.628,
4175,-828.353,,,828.353,
4176,-826.351,,,826.351,
4177,-825.261,,,825.261,
4178,-823.438,,,823.438,
4179,-821.977,,,821.977,
4180,-820.89,,,820.89,
4181,-819.067,,,819.067,
4182,-817.423,,,817.423,
4183,-816.338,,,816.338,
4184,-815.066,,,815.066,
4185,-812.876,,,812.876,
4186,-811.963,,,811.963,
4187,-809.961,,,809.961,
4188,-808.872,,,808.872,
4189,-807.411,,,807.411,
4190,-806.873,,,806.873,
4191,-805.963,,,805.963,
4192,-804.136,,,804.136,
4193,-802.681,,,802.681,
4194,-802.688,,,802.688,
4195,-802.331,,,802.331,
4196,-800.688,,,800.688,
4197,-800.694,,,800.694,
4198,-800.333,,,800.333,
4199,-800.521,,,800.521,
4200,-800.35,,,800.35,
4201,-800.171,,,800.171,
4202,-800.177,,,800.177,
4203,-800.549,,,800.549,
4204,-801.654,,,801.654,
4205,-802.393,,,802.393,
4206,-802.58,,,802.58,
4207,-803.317,,,803.317,
4208,-804.419,,,804.419,
4209,-806.067,,,806.067,
4210,-807.535,,,807.535,
4211,-808.452,,,808.452,
4212,-809.552,,,809.552,
4213,-811.934,,,811.934,
4214,-813.582,,,813.582,
4215,-815.41,,,815.41,
4216,-816.692,,,816.692,
4217,-818.887,,,818.887,
4218,-820.347,,,820.347,
4219,-822.725,,,822.725,
4220,-824.184,,,824.184,
4221,-826.195,,,826.195,
4222,-828.386,,,828.386,
4223,-829.843,,,829.843,
4224,-832.766,,,832.766,
4225,-834.59,,,834.59,
4226,-835.678,,,835.678,
4227,-837.504,,,837.504,
4228,-839.875,,,839.875,
4229,-841.878,,,841.878,
4230,-843.52,,,843.52,
4231,-845.888,,,845.888,
4232,-847.341,,,847.341,
4233,-848.979,,,848.979,
4234,-851.164,,,851.164,
4235,-852.805,,,852.805,
4236,-854.438,,,854.438,
4237,-856.442,,,856.442,
4238,-857.712,,,857.712,
4239,-859.351,,,859.351,
4240,-860.621,,,860.621,
4241,-862.619,,,862.619,
4242,-863.523,,,863.523,
4243,-863.511,,,863.511,
4244,-867.526,,,867.526,
4245,-866.597,,,866.597,
4246,-868.229,,,868.229,
4247,-869.32,,,869.32,
4248,-869.856,,,869.856,
4249,-871.307,,,871.307,
4250,-872.024,,,872.024,
4251,-872.559,,,872.559,
4252,-873.826,,,873.826,
4253,-874.359,,,874.359,
4254,-874.893,,,874.893,
4255,-876.344,,,876.344,
4256,-876.508,,,876.508,
4257,-877.407,,,877.407,
4258,-877.941,,,877.941,
4259,-878.107,,,878.107,
4260,-879.189,,,879.189,
4261,-879.353,,,879.353,
4262,-880.616,,,880.616,
4263,-881.148,,,881.148,
4264,-881.681,,,881.681,
4265,-881.483,,,881.483,
4266,-882.01,,,882.01,
4267,-882.355,,,882.355,
4268,-882.336,,,882.336,
4269,-882.866,,,882.866,
4270,-883.393,,,883.393,
4271,-882.822,,,882.822,
4272,-883.716,,,883.716,
4273,-883.508,,,883.508,
4274,-883.667,,,883.667,
4275,-884.748,,,884.748,
4276,-884.359,,,884.359,
4277,-885.065,,,885.065,
4278,-885.587,,,885.587,
4279,-886.295,,,886.295,
4280,-887.003,,,887.003,
4281,-888.078,,,888.078,
4282,-888.777,,,888.777,
4283,-889.486,,,889.486,
4284,-890.189,,,890.189,
4285,-890.709,,,890.709,
4286,-891.778,,,891.778,
4287,-892.849,,,892.849,
4288,-893.181,,,893.181,
4289,-893.334,,,893.334,
4290,-894.584,,,894.584,
4291,-893.816,,,893.816,
4292,-893.968,,,893.968,
4293,-895.948,,,895.948,
4294,-894.27,,,894.27,
4295,-894.051,,,894.051,
4296,-893.285,,,893.285,
4297,-893.801,,,893.801,
4298,-891.934,,,891.934,
4299,-891.348,,,891.348,
4300,-890.028,,,890.028,
4301,-888.164,,,888.164,
4302,-886.299,,,886.299,
4303,-885.159,,,885.159,
4304,-882.559,,,882.559,
4305,-880.323,,,880.323,
4306,-878.088,,,878.088,
4307,-875.483,,,875.483,
4308,-872.88,,,872.88,
4309,-869.908,,,869.908,
4310,-866.754,,,866.754,
4311,-863.786,,,863.786,
4312,-861.174,,,861.174,
4313,-857.466,,,857.466,
4314,-853.942,,,853.942,
4315,-851.146,,,851.146,
4316,-847.8,,,847.8,
4317,-844.638,,,844.638,
4318,-840.38,,,840.38,
4319,-836.481,,,836.481,
4320,-832.213,,,832.213,
4321,-828.135,,,828.135,
4322,-824.05,,,824.05,
4323,-819.786,,,819.786,
4324,-815.339,,,815.339,
4325,-811.072,,,811.072,
4326,-806.99,,,806.99,
4327,-803.454,,,803.454,
4328,-799.003,,,799.003,
4329,-794.925,,,794.925,
4330,-790.651,,,790.651,
4331,-786.936,,,786.936,
4332,-782.851,,,782.851,
4333,-778.22,,,778.22,
4334,-774.686,,,774.686,
4335,-771.336,,,771.336,
4336,-768.167,,,768.167,
4337,-765.18,,,765.18,
4338,-762.195,,,762.195,
4339,-759.214,,,759.214,
4340,-756.596,,,756.596,
4341,-753.979,,,753.979,
4342,-751.176,,,751.176,
4343,-749.11,,,749.11,
4344,-747.592,,,747.592,
4345,-745.341,,,745.341,
4346,-743.825,,,743.825,
4347,-742.31,,,742.31,
4348,-740.98,,,740.98,
4349,-739.465,,,739.465,
4350,-738.691,,,738.691,
4351,-738.644,,,738.644,
4352,-737.87,,,737.87,
4353,-738.194,,,738.194,
4354,-737.058,,,737.058,
4355,-737.207,,,737.207,
4356,-736.802,,,736.802,
4357,-737.867,,,737.867,
4358,-737.834,,,737.834,
4359,-738.356,,,738.356,
4360,-737.959,,,737.959,
4361,-738.3,,,738.3,
4362,-738.457,,,738.457,
4363,-738.268,,,738.268,
4364,-738.464,,,738.464,
4365,-739.212,,,739.212,
4366,-740.838,,,740.838,
4367,-743.382,,,743.382,
4368,-744.466,,,744.466,
4369,-747.385,,,747.385,
4370,-749.204,,,749.204,
4371,-750.657,,,750.657,
4372,-752.12,,,752.12,
4373,-753.93,,,753.93,
4374,-755.749,,,755.749,
4375,-757.746,,,757.746,
4376,-759.755,,,759.755,
4377,-761.213,,,761.213,
4378,-762.67,,,762.67,
4379,-764.67,,,764.67,
4380,-765.752,,,765.752,
4381,-767.755,,,767.755,
4382,-769.404,,,769.404,
4383,-770.856,,,770.856,
4384,-771.948,,,771.948,
4385,-772.488,,,772.488,
4386,-773.942,,,773.942,
4387,-774.854,,,774.854,
4388,-776.13,,,776.13,
4389,-776.31,,,776.31,
4390,-778.131,,,778.131,
4391,-778.492,,,778.492,
4392,-778.492,,,778.492,
4393,-778.308,,,778.308,
4394,-778.669,,,778.669,
4395,-779.583,,,779.583,
4396,-779.584,,,779.584,
4397,-779.213,,,779.213,
4398,-779.569,,,779.569,
4399,-779.76,,,779.76,
4400,-779.025,,,779.025,
4401,-779.575,,,779.575,
4402,-779.566,,,779.566,
4403,-779.75,,,779.75,
4404,-779.396,,,779.396,
4405,-778.846,,,778.846,
4406,-778.115,,,778.115,
4407,-777.016,,,777.016,
4408,-777.75,,,777.75,
4409,-776.839,,,776.839,
4410,-776.656,,,776.656,
4411,-776.479,,,776.479,
4412,-775.38,,,775.38,
4413,-775.024,,,775.024,
4414,-773.741,,,773.741,
4415,-773.74,,,773.74,
4416,-773.019,,,773.019,
4417,-771.928,,,771.928,
4418,-771.382,,,771.382,
4419,-770.47,,,770.47,
4420,-770.295,,,770.295,
4421,-768.836,,,768.836,
4422,-768.289,,,768.289,
4423,-767.018,,,767.018,
4424,-766.296,,,766.296,
4425,-765.571,,,765.571,
4426,-764.664,,,764.664,
4427,-763.936,,,763.936,
4428,-763.208,,,763.208,
4429,-761.755,,,761.755,
4430,-761.397,,,761.397,
4431,-760.494,,,760.494,
4432,-760.134,,,760.134,
4433,-759.23,,,759.23,
4434,-757.772,,,757.772,
4435,-757.051,,,757.051,
4436,-756.691,,,756.691,
4437,-755.97,,,755.97,
4438,-754.694,,,754.694,
4439,-754.153,,,754.153,
4440,-753.43,,,753.43,
4441,-752.709,,,752.709,
4442,-751.801,,,751.801,
4443,-751.446,,,751.446,
4444,-750.169,,,750.169,
4445,-749.989,,,749.989,
4446,-749.454,,,749.454,
4447,-749.098,,,749.098,
4448,-748.188,,,748.188,
4449,-748.01,,,748.01,
4450,-746.922,,,746.922,
4451,-746.929,,,746.929,
4452,-746.755,,,746.755,
4453,-745.846,,,745.846,
4454,-746.218,,,746.218,
4455,-745.853,,,745.853,
4456,-744.946,,,744.946,
4457,-744.215,,,744.215,
4458,-744.59,,,744.59,
4459,-743.131,,,743.131,
4460,-742.952,,,742.952,
4461,-742.957,,,742.957,
4462,-742.777,,,742.777,
4463,-741.501,,,741.501,
4464,-740.956,,,740.956,
4465,-740.23,,,740.23,
4466,-740.056,,,740.056,
4467,-739.694,,,739.694,
4468,-738.963,,,738.963,
4469,-737.321,,,737.321,
4470,-736.595,,,736.595,
4471,-736.238,,,736.238,
4472,-735.688,,,735.688,
4473,-735.323,,,735.323,
4474,-734.595,,,734.595,
4475,-733.321,,,733.321,
4476,-733.14,,,733.14,
4477,-731.309,,,731.309,
4478,-731.13,,,731.13,
4479,-730.033,,,730.033,
4480,-729.308,,,729.308,
4481,-729.128,,,729.128,
4482,-727.661,,,727.661,
4483,-726.935,,,726.935,
4484,-726.017,,,726.017,
4485,-725.106,,,725.106,
4486,-723.824,,,723.824,
4487,-723.466,,,723.466,
4488,-722.18,,,722.18,
4489,-721.266,,,721.266,
4490,-720.172,,,720.172,
4491,-719.438,,,719.438,
4492,-719.254,,,719.254,
4493,-718.158,,,718.158,
4494,-717.058,,,717.058,
4495,-716.513,,,716.513,
4496,-715.961,,,715.961,
4497,-714.863,,,714.863,
4498,-714.312,,,714.312,
4499,-712.67,,,712.67,
4500,-711.389,,,711.389,
4501,-710.468,,,710.468,
4502,-709.92,,,709.92,
4503,-709.369,,,709.369,
4504,-707.543,,,707.543,
4505,-708.453,,,708.453,
4506,-706.437,,,706.437,
4507,-705.157,,,705.157,
4508,-704.785,,,704.785,
4509,-704.603,,,704.603,
4510,-703.321,,,703.321,
4511,-702.583,,,702.583,
4512,-701.851,,,701.851,
4513,-700.015,,,700.015,
4514,-699.094,,,699.094,
4515,-698.362,,,698.362,
4516,-697.991,,,697.991,
4517,-696.894,,,696.894,
4518,-695.789,,,695.789,
4519,-695.6,,,695.6,
4520,-694.132,,,694.132,
4521,-693.213,,,693.213,
4522,-691.744,,,691.744,
4523,-691.004,,,691.004,
4524,-690.272,,,690.272,
4525,-689.356,,,689.356,
4526,-688.622,,,688.622,
4527,-687.338,,,687.338,
4528,-685.131,,,685.131,
4529,-684.394,,,684.394,
4530,-682.931,,,682.931,
4531,-681.643,,,681.643,
4532,-679.813,,,679.813,
4533,-678.528,,,678.528,
4534,-676.51,,,676.51,
4535,-674.86,,,674.86,
4536,-672.837,,,672.837,
4537,-671.376,,,671.376,
4538,-669.542,,,669.542,
4539,-667.523,,,667.523,
4540,-665.324,,,665.324,
4541,-663.858,,,663.858,
4542,-662.023,,,662.023,
4543,-660.372,,,660.372,
4544,-658.909,,,658.909,
4545,-656.888,,,656.888,
4546,-654.69,,,654.69,
4547,-652.861,,,652.861,
4548,-652.122,,,652.122,
4549,-649.924,,,649.924,
4550,-648.819,,,648.819,
4551,-647.353,,,647.353,
4552,-645.701,,,645.701,
4553,-644.968,,,644.968,
4554,-642.951,,,642.951,
4555,-641.665,,,641.665,
4556,-640.746,,,640.746,
4557,-639.461,,,639.461,
4558,-638.543,,,638.543,
4559,-637.625,,,637.625,
4560,-636.341,,,636.341,
4561,-635.053,,,635.053,
4562,-634.141,,,634.141,
4563,-632.858,,,632.858,
4564,-631.935,,,631.935,
4565,-630.286,,,630.286,
4566,-630.103,,,630.103,
4567,-628.818,,,628.818,
4568,-627.716,,,627.716,
4569,-627.35,,,627.35,
4570,-626.616,,,626.616,
4571,-626.429,,,626.429,
4572,-625.143,,,625.143,
4573,-624.962,,,624.962,
4574,-623.866,,,623.866,
4575,-622.948,,,622.948,
4576,-622.034,,,622.034,
4577,-622.029,,,622.029,
4578,-621.115,,,621.115,
4579,-620.568,,,620.568,
4580,-619.647,,,619.647,
4581,-619.103,,,619.103,
4582,-618.188,,,618.188,
4583,-617.454,,,617.454,
4584,-616.724,,,616.724,
4585,-616.363,,,616.363,
4586,-615.267,,,615.267,
4587,-614.351,,,614.351,
4588,-613.435,,,613.435,
4589,-612.342,,,612.342,
4590,-611.246,,,611.246,
4591,-610.333,,,610.333,
4592,-608.686,,,608.686,
4593,-607.956,,,607.956,
4594,-606.314,,,606.314,
4595,-604.666,,,604.666,
4596,-603.572,,,603.572,
4597,-601.56,,,601.56,
4598,-600.469,,,600.469,
4599,-598.459,,,598.459,
4600,-597.178,,,597.178,
4601,-595.358,,,595.358,
4602,-593.531,,,593.531,
4603,-591.522,,,591.522,
4604,-590.246,,,590.246,
4605,-588.42,,,588.42,
4606,-585.499,,,585.499,
4607,-583.309,,,583.309,
4608,-582.401,,,582.401,
4609,-578.929,,,578.929,
4610,-576.553,,,576.553,
4611,-573.817,,,573.817,
4612,-571.263,,,571.263,
4613,-568.524,,,568.524,
4614,-565.787,,,565.787,
4615,-563.235,,,563.235,
4616,-559.214,,,559.214,
4617,-556.297,,,556.297,
4618,-552.646,,,552.646,
4619,-550.275,,,550.275,
4620,-546.809,,,546.809,
4621,-542.792,,,542.792,
4622,-539.508,,,539.508,
4623,-535.856,,,535.856,
4624,-532.209,,,532.209,
4625,-528.194,,,528.194,
4626,-523.997,,,523.997,
4627,-520.532,,,520.532,
4628,-516.148,,,516.148,
4629,-512.134,,,512.134,
4630,-507.574,,,507.574,
4631,-503.566,,,503.566,
4632,-499.002,,,499.002,
4633,-493.711,,,493.711,
4634,-488.239,,,488.239,
4635,-483.866,,,483.866,
4636,-478.392,,,478.392,
4637,-472.924,,,472.924,
4638,-467.818,,,467.818,
4639,-461.617,,,461.617,
4640,-456.329,,,456.329,
4641,-450.131,,,450.131,
4642,-444.667,,,444.667,
4643,-438.098,,,438.098,
4644,-431.9,,,431.9,
4645,-426.249,,,426.249,
4646,-418.956,,,418.956,
4647,-413.122,,,413.122,
4648,-406.742,,,406.742,
4649,-398.897,,,398.897,
4650,-392.518,,,392.518,
4651,-385.96,,,385.96,
4652,-379.028,,,379.028,
4653,-371.553,,,371.553,
4654,-364.258,,,364.258,
4655,-357.517,,,357.517,
4656,-350.956,,,350.956,
4657,-343.663,,,343.663,
4658,-336.368,,,336.368,
4659,-329.081,,,329.081,
4660,-322.333,,,322.333,
4661,-315.958,,,315.958,
4662,-307.564,,,307.564,
4663,-300.453,,,300.453,
4664,-292.978,,,292.978,
4665,-285.32,,,285.32,
4666,-278.573,,,278.573,
4667,-272.013,,,272.013,
4668,-265.089,,,265.089,
4669,-258.16,,,258.16,
4670,-251.418,,,251.418,
4671,-244.679,,,244.679,
4672,-237.932,,,237.932,
4673,-230.639,,,230.639,
4674,-224.627,,,224.627,
4675,-217.879,,,217.879,
4676,-211.868,,,211.868,
4677,-206.766,,,206.766,
4678,-200.57,,,200.57,
4679,-194.554,,,194.554,
4680,-189.815,,,189.815,
4681,-183.982,,,183.982,
4682,-178.328,,,178.328,
4683,-174.136,,,174.136,
4684,-168.855,,,168.855,
4685,-163.94,,,163.94,
4686,-159.197,,,159.197,
4687,-154.643,,,154.643,
4688,-150.09,,,150.09,
4689,-145.897,,,145.897,
4690,-142.253,,,142.253,
4691,-138.613,,,138.613,
4692,-134.422,,,134.422,
4693,-130.23,,,130.23,
4694,-126.585,,,126.585,
4695,-122.581,,,122.581,
4696,-119.302,,,119.302,
4697,-115.842,,,115.842,
4698,-112.934,,,112.934,
4699,-110.019,,,110.019,
4700,-106.19,,,106.19,
4701,-102.913,,,102.913,
4702,-99.8174,,,99.8174,
4703,-96.7187,,,96.7187,
4704,-93.6238,,,93.6238,
4705,-91.0853,,,91.0853,
4706,-88.351,,,88.351,
4707,-85.6202,,,85.6202,
4708,-82.7024,,,82.7024,
4709,-80.1527,,,80.1527,
4710,-77.4248,,,77.4248,
4711,-74.3313,,,74.3313,
4712,-72.6929,,,72.6929,
4713,-69.2259,,,69.2259,
4714,-68.6913,,,68.6913,
4715,-65.4108,,,65.4108,
4716,-63.4073,,,63.4073,
4717,-60.6688,,,60.6688,
4718,-59.3951,,,59.3951,
4719,-57.2137,,,57.2137,
4720,-55.0268,,,55.0268,
4721,-52.8378,,,52.8378,
