,Person 1,Height (m),1.85,Frequency (Hz),1000
,Fz,Weight (N),845.162,,
,N,,,N*-1,
1915,-747.676,,,747.676,
1916,-745.848,,,745.848,
1917,-743.102,,,743.102,
1918,-740.907,,,740.907,
1919,-739.445,,,739.445,
1920,-737.066,,,737.066,
1921,-734.506,,,734.506,
1922,-732.127,,,732.127,
1923,-730.301,,,730.301,
1924,-728.106,,,728.106,
1925,-725.914,,,725.914,
1926,-722.989,,,722.989,
1927,-720.425,,,720.425,
1928,-718.604,,,718.604,
1929,-715.676,,,715.676,
1930,-713.298,,,713.298,
1931,-710.19,,,710.19,
1932,-707.998,,,707.998,
1933,-705.076,,,705.076,
1934,-702.333,,,702.333,
1935,-698.858,,,698.858,
1936,-697.211,,,697.211,
1937,-693.556,,,693.556,
1938,-690.447,,,690.447,
1939,-687.89,,,687.89,
1940,-684.777,,,684.777,
1941,-681.671,,,681.671,
1942,-678.38,,,678.38,
1943,-675.273,,,675.273,
1944,-672.162,,,672.162,
1945,-670.338,,,670.338,
1946,-667.041,,,667.041,
1947,-663.021,,,663.021,
1948,-659.726,,,659.726,
1949,-656.616,,,656.616,
1950,-652.958,,,652.958,
1951,-650.399,,,650.399,
1952,-647.105,,,647.105,
1953,-643.262,,,643.262,
1954,-640.514,,,640.514,
1955,-637.22,,,637.22,
1956,-633.56,,,633.56,
1957,-629.901,,,629.901,
1958,-626.24,,,626.24,
1959,-623.497,,,623.497,
1960,-619.101,,,619.101,
1961,-616.168,,,616.168,
1962,-612.325,,,612.325,
1963,-609.759,,,609.759,
1964,-605.549,,,605.549,
1965,-602.615,,,602.615,
1966,-599.688,,,599.688,
1967,-596.023,,,596.023,
1968,-592.357,,,592.357,
1969,-589.06,,,589.06,
1970,-585.568,,,585.568,
1971,-581.914,,,581.914,
1972,-578.245,,,578.245,
1973,-575.131,,,575.131,
1974,-571.465,,,571.465,
1975,-568.711,,,568.711,
1976,-565.232,,,565.232,
1977,-561.383,,,561.383,
1978,-557.897,,,557.897,
1979,-554.963,,,554.963,
1980,-552.211,,,552.211,
1981,-549.279,,,549.279,
1982,-545.974,,,545.974,
1983,-542.31,,,542.31,
1984,-539.01,,,539.01,
1985,-536.258,,,536.258,
1986,-532.773,,,532.773,
1987,-529.291,,,529.291,
1988,-527.094,,,527.094,
1989,-523.79,,,523.79,
1990,-520.489,,,520.489,
1991,-517.372,,,517.372,
1992,-514.618,,,514.618,
1993,-511.689,,,511.689,
1994,-508.936,,,508.936,
1995,-504.722,,,504.722,
1996,-501.607,,,501.607,
1997,-498.672,,,498.672,
1998,-495.741,,,495.741,
1999,-492.811,,,492.811,
2000,-489.33,,,489.33,
2001,-486.583,,,486.583,
2002,-484.199,,,484.199,
2003,-480.722,,,480.722,
2004,-477.97,,,477.97,
2005,-475.041,,,475.041,
2006,-472.292,,,472.292,
2007,-469.366,,,469.366,
2008,-466.985,,,466.985,
2009,-464.603,,,464.603,
2010,-460.76,,,460.76,
2011,-458.925,,,458.925,
2012,-455.811,,,455.811,
2013,-453.249,,,453.249,
2014,-450.505,,,450.505,
2015,-447.572,,,447.572,
2016,-445.563,,,445.563,
2017,-442.628,,,442.628,
2018,-439.155,,,439.155,
2019,-437.141,,,437.141,
2020,-434.943,,,434.943,
2021,-433.115,,,433.115,
2022,-430.006,,,430.006,
2023,-427.993,,,427.993,
2024,-425.069,,,425.069,
2025,-423.421,,,423.421,
2026,-420.496,,,420.496,
2027,-419.034,,,419.034,
2028,-416.838,,,416.838,
2029,-414.279,,,414.279,
2030,-412.451,,,412.451,
2031,-410.442,,,410.442,
2032,-407.52,,,407.52,
2033,-405.692,,,405.692,
2034,-403.678,,,403.678,
2035,-401.85,,,401.85,
2036,-399.472,,,399.472,
2037,-397.467,,,397.467,
2038,-395.454,,,395.454,
2039,-393.813,,,393.813,
2040,-391.436,,,391.436,
2041,-389.973,,,389.973,
2042,-387.963,,,387.963,
2043,-386.318,,,386.318,
2044,-384.489,,,384.489,
2045,-383.217,,,383.217,
2046,-381.933,,,381.933,
2047,-379.926,,,379.926,
2048,-378.46,,,378.46,
2049,-377.366,,,377.366,
2050,-375.722,,,375.722,
2051,-374.627,,,374.627,
2052,-374.442,,,374.442,
2053,-372.98,,,372.98,
2054,-372.247,,,372.247,
2055,-370.783,,,370.783,
2056,-369.684,,,369.684,
2057,-368.948,,,368.948,
2058,-368.218,,,368.218,
2059,-367.669,,,367.669,
2060,-366.568,,,366.568,
2061,-366.014,,,366.014,
2062,-365.459,,,365.459,
2063,-365.277,,,365.277,
2064,-364.176,,,364.176,
2065,-364.176,,,364.176,
2066,-363.991,,,363.991,
2067,-363.804,,,363.804,
2068,-362.883,,,362.883,
2069,-363.431,,,363.431,
2070,-362.51,,,362.51,
2071,-361.405,,,361.405,
2072,-362.139,,,362.139,
2073,-361.77,,,361.77,
2074,-361.397,,,361.397,
2075,-361.023,,,361.023,
2076,-360.658,,,360.658,
2077,-360.474,,,360.474,
2078,-360.285,,,360.285,
2079,-359.183,,,359.183,
2080,-359.363,,,359.363,
2081,-358.63,,,358.63,
2082,-358.443,,,358.443,
2083,-358.445,,,358.445,
2084,-358.259,,,358.259,
2085,-358.073,,,358.073,
2086,-356.971,,,356.971,
2087,-359.904,,,359.904,
2088,-359.541,,,359.541,
2089,-358.075,,,358.075,
2090,-357.527,,,357.527,
2091,-357.713,,,357.713,
2092,-358.08,,,358.08,
2093,-358.268,,,358.268,
2094,-357.905,,,357.905,
2095,-358.64,,,358.64,
2096,-359.192,,,359.192,
2097,-359.567,,,359.567,
2098,-360.304,,,360.304,
2099,-360.674,,,360.674,
2100,-361.415,,,361.415,
2101,-362.52,,,362.52,
2102,-363.441,,,363.441,
2103,-364.178,,,364.178,
2104,-365.284,,,365.284,
2105,-366.757,,,366.757,
2106,-367.316,,,367.316,
2107,-368.235,,,368.235,
2108,-370.438,,,370.438,
2109,-372.094,,,372.094,
2110,-373.747,,,373.747,
2111,-375.775,,,375.775,
2112,-377.433,,,377.433,
2113,-379.457,,,379.457,
2114,-381.659,,,381.659,
2115,-384.052,,,384.052,
2116,-386.076,,,386.076,
2117,-388.65,,,388.65,
2118,-391.219,,,391.219,
2119,-394.342,,,394.342,
2120,-396.367,,,396.367,
2121,-399.125,,,399.125,
2122,-402.429,,,402.429,
2123,-405.55,,,405.55,
2124,-408.676,,,408.676,
2125,-411.251,,,411.251,
2126,-415.844,,,415.844,
2127,-418.229,,,418.229,
2128,-422.085,,,422.085,
2129,-425.027,,,425.027,
2130,-428.329,,,428.329,
2131,-432.006,,,432.006,
2132,-435.124,,,435.124,
2133,-438.613,,,438.613,
2134,-442.289,,,442.289,
2135,-444.859,,,444.859,
2136,-448.349,,,448.349,
2137,-450.919,,,450.919,
2138,-454.226,,,454.226,
2139,-456.432,,,456.432,
2140,-460.103,,,460.103,
2141,-462.675,,,462.675,
2142,-465.615,,,465.615,
2143,-468.004,,,468.004,
2144,-470.942,,,470.942,
2145,-473.148,,,473.148,
2146,-474.616,,,474.616,
2147,-477.56,,,477.56,
2148,-478.665,,,478.665,
2149,-480.322,,,480.322,
2150,-481.612,,,481.612,
2151,-482.904,,,482.904,
2152,-483.832,,,483.832,
2153,-486.219,,,486.219,
2154,-486.777,,,486.777,
2155,-487.339,,,487.339,
2156,-487.716,,,487.716,
2157,-488.276,,,488.276,
2158,-488.289,,,488.289,
2159,-488.85,,,488.85,
2160,-488.678,,,488.678,
2161,-488.321,,,488.321,
2162,-487.786,,,487.786,
2163,-487.801,,,487.801,
2164,-487.08,,,487.08,
2165,-486.547,,,486.547,
2166,-486.562,,,486.562,
2167,-486.206,,,486.206,
2168,-485.856,,,485.856,
2169,-485.506,,,485.506,
2170,-485.148,,,485.148,
2171,-485.538,,,485.538,
2172,-485.365,,,485.365,
2173,-485.38,,,485.38,
2174,-485.758,,,485.758,
2175,-486.87,,,486.87,
2176,-487.066,,,487.066,
2177,-488.169,,,488.169,
2178,-489.641,,,489.641,
2179,-491.109,,,491.109,
2180,-492.765,,,492.765,
2181,-495.143,,,495.143,
2182,-497.706,,,497.706,
2183,-501.182,,,501.182,
2184,-505.026,,,505.026,
2185,-509.229,,,509.229,
2186,-512.702,,,512.702,
2187,-517.998,,,517.998,
2188,-523.12,,,523.12,
2189,-528.415,,,528.415,
2190,-533.895,,,533.895,
2191,-540.842,,,540.842,
2192,-547.783,,,547.783,
2193,-553.997,,,553.997,
2194,-561.49,,,561.49,
2195,-568.616,,,568.616,
2196,-576.659,,,576.659,
2197,-583.792,,,583.792,
2198,-592.025,,,592.025,
2199,-599.529,,,599.529,
2200,-606.485,,,606.485,
2201,-614.546,,,614.546,
2202,-621.512,,,621.512,
2203,-628.659,,,628.659,
2204,-635.448,,,635.448,
2205,-642.054,,,642.054,
2206,-648.294,,,648.294,
2207,-654.538,,,654.538,
2208,-660.228,,,660.228,
2209,-665.563,,,665.563,
2210,-671.077,,,671.077,
2211,-676.038,,,676.038,
2212,-682.099,,,682.099,
2213,-685.591,,,685.591,
2214,-689.634,,,689.634,
2215,-694.225,,,694.225,
2216,-698.818,,,698.818,
2217,-703.405,,,703.405,
2218,-707.073,,,707.073,
2219,-711.11,,,711.11,
2220,-714.59,,,714.59,
2221,-719.905,,,719.905,
2222,-724.847,,,724.847,
2223,-727.774,,,727.774,
2224,-731.803,,,731.803,
2225,-735.636,,,735.636,
2226,-740.025,,,740.025,
2227,-744.778,,,744.778,
2228,-748.797,,,748.797,
2229,-752.259,,,752.259,
2230,-757.013,,,757.013,
2231,-760.659,,,760.659,
2232,-764.86,,,764.86,
2233,-769.055,,,769.055,
2234,-773.07,,,773.07,
2235,-777.267,,,777.267,
2236,-780.917,,,780.917,
2237,-785.118,,,785.118,
2238,-789.51,,,789.51,
2239,-793.347,,,793.347,
2240,-797.923,,,797.923,
2241,-802.322,,,802.322,
2242,-806.902,,,806.902,
2243,-811.301,,,811.301,
2244,-816.25,,,816.25,
2245,-820.473,,,820.473,
2246,-826.157,,,826.157,
2247,-830.93,,,830.93,
2248,-836.801,,,836.801,
2249,-841.208,,,841.208,
2250,-847.084,,,847.084,
2251,-852.048,,,852.048,
2252,-857.375,,,857.375,
2253,-862.882,,,862.882,
2254,-867.659,,,867.659,
2255,-872.799,,,872.799,
2256,-878.675,,,878.675,
2257,-883.453,,,883.453,
2258,-888.041,,,888.041,
2259,-892.083,,,892.083,
2260,-896.85,,,896.85,
2261,-901.071,,,901.071,
2262,-905.839,,,905.839,
2263,-908.775,,,908.775,
2264,-912.624,,,912.624,
2265,-916.285,,,916.285,
2266,-919.038,,,919.038,
2267,-921.413,,,921.413,
2268,-923.246,,,923.246,
2269,-925.435,,,925.435,
2270,-927.266,,,927.266,
2271,-928.351,,,928.351,
2272,-929.443,,,929.443,
2273,-929.618,,,929.618,
2274,-930.153,,,930.153,
2275,-930.878,,,930.878,
2276,-930.683,,,930.683,
2277,-929.945,,,929.945,
2278,-929.935,,,929.935,
2279,-930.104,,,930.104,
2280,-930.467,,,930.467,
2281,-930.271,,,930.271,
2282,-930.997,,,930.997,
2283,-930.251,,,930.251,
2284,-932.073,,,932.073,
2285,-933.709,,,933.709,
2286,-934.615,,,934.615,
2287,-937.164,,,937.164,
2288,-938.619,,,938.619,
2289,-940.987,,,940.987,
2290,-943.724,,,943.724,
2291,-947.379,,,947.379,
2292,-950.85,,,950.85,
2293,-954.688,,,954.688,
2294,-959.444,,,959.444,
2295,-963.833,,,963.833,
2296,-968.774,,,968.774,
2297,-974.263,,,974.263,
2298,-979.94,,,979.94,
2299,-984.702,,,984.702,
2300,-991.476,,,991.476,
2301,-996.967,,,996.967,
2302,-1002.28,,,1002.28,
2303,-1008.5,,,1008.5,
2304,-1014.55,,,1014.55,
2305,-1019.86,,,1019.86,
2306,-1026.08,,,1026.08,
2307,-1031.01,,,1031.01,
2308,-1036.51,,,1036.51,
2309,-1042.54,,,1042.54,
2310,-1046.93,,,1046.93,
2311,-1052.42,,,1052.42,
2312,-1057.54,,,1057.54,
2313,-1062.11,,,1062.11,
2314,-1066.49,,,1066.49,
2315,-1071.8,,,1071.8,
2316,-1075.64,,,1075.64,
2317,-1080.58,,,1080.58,
2318,-1085.15,,,1085.15,
2319,-1088.26,,,1088.26,
2320,-1092.46,,,1092.46,
2321,-1096.49,,,1096.49,
2322,-1100.33,,,1100.33,
2323,-1104.17,,,1104.17,
2324,-1107.65,,,1107.65,
2325,-1110.58,,,1110.58,
2326,-1113.51,,,1113.51,
2327,-1116.8,,,1116.8,
2328,-1119.74,,,1119.74,
2329,-1122.85,,,1122.85,
2330,-1125.78,,,1125.78,
2331,-1127.79,,,1127.79,
2332,-1129.62,,,1129.62,
2333,-1131.64,,,1131.64,
2334,-1133.83,,,1133.83,
2335,-1136.57,,,1136.57,
2336,-1138.59,,,1138.59,
2337,-1140.23,,,1140.23,
2338,-1142.97,,,1142.97,
2339,-1144.79,,,1144.79,
2340,-1147.72,,,1147.72,
2341,-1149.73,,,1149.73,
2342,-1151.55,,,1151.55,
2343,-1154.47,,,1154.47,
2344,-1156.3,,,1156.3,
2345,-1158.49,,,1158.49,
2346,-1160.86,,,1160.86,
2347,-1162.68,,,1162.68,
2348,-1164.32,,,1164.32,
2349,-1166.69,,,1166.69,
2350,-1168.15,,,1168.15,
2351,-1170.16,,,1170.16,
2352,-1171.99,,,1171.99,
2353,-1174.19,,,1174.19,
2354,-1175.47,,,1175.47,
2355,-1176.94,,,1176.94,
2356,-1178.6,,,1178.6,
2357,-1180.8,,,1180.8,
2358,-1182.45,,,1182.45,
2359,-1184.29,,,1184.29,
2360,-1186.13,,,1186.13,
2361,-1188.16,,,1188.16,
2362,-1189.63,,,1189.63,
2363,-1192.75,,,1192.75,
2364,-1194.59,,,1194.59,
2365,-1196.24,,,1196.24,
2366,-1198.26,,,1198.26,
2367,-1201,,,1201,
2368,-1204.12,,,1204.12,
2369,-1206.14,,,1206.14,
2370,-1209.06,,,1209.06,
2371,-1211.63,,,1211.63,
2372,-1215.11,,,1215.11,
2373,-1218.21,,,1218.21,
2374,-1221.14,,,1221.14,
2375,-1224.81,,,1224.81,
2376,-1227.92,,,1227.92,
2377,-1230.67,,,1230.67,
2378,-1234.7,,,1234.7,
2379,-1237.81,,,1237.81,
2380,-1240.57,,,1240.57,
2381,-1243.32,,,1243.32,
2382,-1246.44,,,1246.44,
2383,-1248.64,,,1248.64,
2384,-1251.94,,,1251.94,
2385,-1255.6,,,1255.6,
2386,-1258.91,,,1258.91,
2387,-1262.39,,,1262.39,
2388,-1265.51,,,1265.51,
2389,-1269.73,,,1269.73,
2390,-1273.58,,,1273.58,
2391,-1276.87,,,1276.87,
2392,-1281.63,,,1281.63,
2393,-1286.39,,,1286.39,
2394,-1291.32,,,1291.32,
2395,-1295.34,,,1295.34,
2396,-1300.09,,,1300.09,
2397,-1305.02,,,1305.02,
2398,-1310.5,,,1310.5,
2399,-1315.06,,,1315.06,
2400,-1321.83,,,1321.83,
2401,-1326.94,,,1326.94,
2402,-1333.88,,,1333.88,
2403,-1339.53,,,1339.53,
2404,-1343.73,,,1343.73,
2405,-1350.13,,,1350.13,
2406,-1355.42,,,1355.42,
2407,-1361.62,,,1361.62,
2408,-1367.66,,,1367.66,
2409,-1373.14,,,1373.14,
2410,-1379.54,,,1379.54,
2411,-1385.03,,,1385.03,
2412,-1390.52,,,1390.52,
2413,-1396.39,,,1396.39,
2414,-1401.15,,,1401.15,
2415,-1405.55,,,1405.55,
2416,-1409.95,,,1409.95,
2417,-1414.53,,,1414.53,
2418,-1418.38,,,1418.38,
2419,-1422.6,,,1422.6,
2420,-1425.9,,,1425.9,
2421,-1429.75,,,1429.75,
2422,-1432.69,,,1432.69,
2423,-1435.08,,,1435.08,
2424,-1439.3,,,1439.3,
2425,-1442.42,,,1442.42,
2426,-1445.72,,,1445.72,
2427,-1449.21,,,1449.21,
2428,-1452.33,,,1452.33,
2429,-1456.01,,,1456.01,
2430,-1459.68,,,1459.68,
2431,-1462.99,,,1462.99,
2432,-1466.66,,,1466.66,
2433,-1470.71,,,1470.71,
2434,-1474.56,,,1474.56,
2435,-1478.42,,,1478.42,
2436,-1482.1,,,1482.1,
2437,-1485.78,,,1485.78,
2438,-1490.19,,,1490.19,
2439,-1493.13,,,1493.13,
2440,-1497.17,,,1497.17,
2441,-1499.75,,,1499.75,
2442,-1503.24,,,1503.24,
2443,-1506.55,,,1506.55,
2444,-1509.49,,,1509.49,
2445,-1512.25,,,1512.25,
2446,-1515.56,,,1515.56,
2447,-1517.76,,,1517.76,
2448,-1520.52,,,1520.52,
2449,-1522.91,,,1522.91,
2450,-1525.3,,,1525.3,
2451,-1528.42,,,1528.42,
2452,-1531.36,,,1531.36,
2453,-1533.74,,,1533.74,
2454,-1536.13,,,1536.13,
2455,-1537.78,,,1537.78,
2456,-1541.08,,,1541.08,
2457,-1543.28,,,1543.28,
2458,-1545.66,,,1545.66,
2459,-1549.33,,,1549.33,
2460,-1551.16,,,1551.16,
2461,-1553.36,,,1553.36,
2462,-1556.66,,,1556.66,
2463,-1558.68,,,1558.68,
2464,-1561.43,,,1561.43,
2465,-1564,,,1564,
2466,-1566.93,,,1566.93,
2467,-1569.13,,,1569.13,
2468,-1571.33,,,1571.33,
2469,-1574.44,,,1574.44,
2470,-1576.28,,,1576.28,
2471,-1578.29,,,1578.29,
2472,-1579.39,,,1579.39,
2473,-1581.77,,,1581.77,
2474,-1584.15,,,1584.15,
2475,-1584.88,,,1584.88,
2476,-1586.53,,,1586.53,
2477,-1588.18,,,1588.18,
2478,-1589.46,,,1589.46,
2479,-1591.11,,,1591.11,
2480,-1593.13,,,1593.13,
2481,-1593.86,,,1593.86,
2482,-1596.43,,,1596.43,
2483,-1598.63,,,1598.63,
2484,-1600.83,,,1600.83,
2485,-1601.93,,,1601.93,
2486,-1605.06,,,1605.06,
2487,-1606.89,,,1606.89,
2488,-1609.47,,,1609.47,
2489,-1611.86,,,1611.86,
2490,-1613.33,,,1613.33,
2491,-1615.53,,,1615.53,
2492,-1619.75,,,1619.75,
2493,-1622.14,,,1622.14,
2494,-1625.07,,,1625.07,
2495,-1628.56,,,1628.56,
2496,-1630.59,,,1630.59,
2497,-1633.16,,,1633.16,
2498,-1636.83,,,1636.83,
2499,-1638.86,,,1638.86,
2500,-1642.53,,,1642.53,
2501,-1644.92,,,1644.92,
2502,-1647.68,,,1647.68,
2503,-1649.88,,,1649.88,
2504,-1652.46,,,1652.46,
2505,-1654.48,,,1654.48,
2506,-1657.06,,,1657.06,
2507,-1657.98,,,1657.98,
2508,-1660.01,,,1660.01,
2509,-1661.48,,,1661.48,
2510,-1662.4,,,1662.4,
2511,-1664.06,,,1664.06,
2512,-1664.99,,,1664.99,
2513,-1666.09,,,1666.09,
2514,-1666.83,,,1666.83,
2515,-1667.19,,,1667.19,
2516,-1667,,,1667,
2517,-1667.56,,,1667.56,
2518,-1667.18,,,1667.18,
2519,-1666.99,,,1666.99,
2520,-1666.8,,,1666.8,
2521,-1666.42,,,1666.42,
2522,-1665.48,,,1665.48,
2523,-1665.66,,,1665.66,
2524,-1663.99,,,1663.99,
2525,-1663.61,,,1663.61,
2526,-1662.31,,,1662.31,
2527,-1660.46,,,1660.46,
2528,-1658.42,,,1658.42,
2529,-1656.75,,,1656.75,
2530,-1654.71,,,1654.71,
2531,-1652.86,,,1652.86,
2532,-1650.45,,,1650.45,
2533,-1647.13,,,1647.13,
2534,-1644.72,,,1644.72,
2535,-1642.32,,,1642.32,
2536,-1638.81,,,1638.81,
2537,-1635.67,,,1635.67,
2538,-1632.53,,,1632.53,
2539,-1629.2,,,1629.2,
2540,-1626.07,,,1626.07,
2541,-1622.75,,,1622.75,
2542,-1619.79,,,1619.79,
2543,-1616.47,,,1616.47,
2544,-1613.15,,,1613.15,
2545,-1609.64,,,1609.64,
2546,-1606.68,,,1606.68,
2547,-1603.36,,,1603.36,
2548,-1598.95,,,1598.95,
2549,-1595.62,,,1595.62,
2550,-1592.49,,,1592.49,
2551,-1588.62,,,1588.62,
2552,-1584.75,,,1584.75,
2553,-1580.52,,,1580.52,
2554,-1577.01,,,1577.01,
2555,-1572.23,,,1572.23,
2556,-1568.36,,,1568.36,
2557,-1563.21,,,1563.21,
2558,-1559.16,,,1559.16,
2559,-1553.64,,,1553.64,
2560,-1548.49,,,1548.49,
2561,-1543.71,,,1543.71,
2562,-1538.19,,,1538.19,
2563,-1532.3,,,1532.3,
2564,-1527.89,,,1527.89,
2565,-1522.37,,,1522.37,
2566,-1516.67,,,1516.67,
2567,-1510.97,,,1510.97,
2568,-1506,,,1506,
2569,-1501.03,,,1501.03,
2570,-1495.89,,,1495.89,
2571,-1490.73,,,1490.73,
2572,-1485.94,,,1485.94,
2573,-1481.53,,,1481.53,
2574,-1476.92,,,1476.92,
2575,-1473.05,,,1473.05,
2576,-1468.27,,,1468.27,
2577,-1464.03,,,1464.03,
2578,-1459.97,,,1459.97,
2579,-1456.1,,,1456.1,
2580,-1451.68,,,1451.68,
2581,-1447.99,,,1447.99,
2582,-1444.67,,,1444.67,
2583,-1440.62,,,1440.62,
2584,-1438.03,,,1438.03,
2585,-1434.52,,,1434.52,
2586,-1431.57,,,1431.57,
2587,-1429.16,,,1429.16,
2588,-1425.66,,,1425.66,
2589,-1422.7,,,1422.7,
2590,-1420.49,,,1420.49,
2591,-1417.9,,,1417.9,
2592,-1415.31,,,1415.31,
2593,-1413.28,,,1413.28,
2594,-1410.7,,,1410.7,
2595,-1408.48,,,1408.48,
2596,-1406.27,,,1406.27,
2597,-1404.41,,,1404.41,
2598,-1402.01,,,1402.01,
2599,-1400.71,,,1400.71,
2600,-1399.23,,,1399.23,
2601,-1397.75,,,1397.75,
2602,-1396.26,,,1396.26,
2603,-1394.6,,,1394.6,
2604,-1393.85,,,1393.85,
2605,-1391.46,,,1391.46,
2606,-1392.17,,,1392.17,
2607,-1389.95,,,1389.95,
2608,-1388.1,,,1388.1,
2609,-1386.81,,,1386.81,
2610,-1384.96,,,1384.96,
2611,-1383.85,,,1383.85,
2612,-1382.55,,,1382.55,
2613,-1381.43,,,1381.43,
2614,-1380.32,,,1380.32,
2615,-1380.13,,,1380.13,
2616,-1378.65,,,1378.65,
2617,-1378.45,,,1378.45,
2618,-1376.6,,,1376.6,
2619,-1376.23,,,1376.23,
2620,-1375.66,,,1375.66,
2621,-1374.18,,,1374.18,
2622,-1373.63,,,1373.63,
2623,-1373.61,,,1373.61,
2624,-1371.95,,,1371.95,
2625,-1371.02,,,1371.02,
2626,-1370.28,,,1370.28,
2627,-1369.35,,,1369.35,
2628,-1369.52,,,1369.52,
2629,-1368.6,,,1368.6,
2630,-1368.22,,,1368.22,
2631,-1367.12,,,1367.12,
2632,-1366.93,,,1366.93,
2633,-1366.37,,,1366.37,
2634,-1365.08,,,1365.08,
2635,-1363.8,,,1363.8,
2636,-1363.42,,,1363.42,
2637,-1362.51,,,1362.51,
2638,-1361.04,,,1361.04,
2639,-1362.13,,,1362.13,
2640,-1359.2,,,1359.2,
2641,-1358.46,,,1358.46,
2642,-1356.25,,,1356.25,
2643,-1355.52,,,1355.52,
2644,-1354.05,,,1354.05,
2645,-1353.3,,,1353.3,
2646,-1352.02,,,1352.02,
2647,-1350.91,,,1350.91,
2648,-1349.8,,,1349.8,
2649,-1348.15,,,1348.15,
2650,-1347.23,,,1347.23,
2651,-1345.21,,,1345.21,
2652,-1343.37,,,1343.37,
2653,-1340.99,,,1340.99,
2654,-1339.34,,,1339.34,
2655,-1337.51,,,1337.51,
2656,-1334.94,,,1334.94,
2657,-1333.11,,,1333.11,
2658,-1330.91,,,1330.91,
2659,-1328.71,,,1328.71,
2660,-1327.06,,,1327.06,
2661,-1324.5,,,1324.5,
2662,-1322.12,,,1322.12,
2663,-1319.74,,,1319.74,
2664,-1317.36,,,1317.36,
2665,-1315.35,,,1315.35,
2666,-1313.34,,,1313.34,
2667,-1311.69,,,1311.69,
2668,-1309.86,,,1309.86,
2669,-1308.58,,,1308.58,
2670,-1306.21,,,1306.21,
2671,-1304.37,,,1304.37,
2672,-1302.91,,,1302.91,
2673,-1302.37,,,1302.37,
2674,-1299.98,,,1299.98,
2675,-1298.89,,,1298.89,
2676,-1298.16,,,1298.16,
2677,-1297.25,,,1297.25,
2678,-1297.07,,,1297.07,
2679,-1297.08,,,1297.08,
2680,-1296.35,,,1296.35,
2681,-1296.17,,,1296.17,
2682,-1296.54,,,1296.54,
2683,-1296.91,,,1296.91,
2684,-1297.83,,,1297.83,
2685,-1298.21,,,1298.21,
2686,-1298.4,,,1298.4,
2687,-1299.14,,,1299.14,
2688,-1300.43,,,1300.43,
2689,-1301.91,,,1301.91,
2690,-1302.66,,,1302.66,
2691,-1303.77,,,1303.77,
2692,-1305.07,,,1305.07,
2693,-1306.91,,,1306.91,
2694,-1308.76,,,1308.76,
2695,-1310.06,,,1310.06,
2696,-1312.28,,,1312.28,
2697,-1314.31,,,1314.31,
2698,-1316.89,,,1316.89,
2699,-1319.47,,,1319.47,
2700,-1322.23,,,1322.23,
2701,-1325.55,,,1325.55,
2702,-1327.57,,,1327.57,
2703,-1331.99,,,1331.99,
2704,-1335.66,,,1335.66,
2705,-1339.53,,,1339.53,
2706,-1344.67,,,1344.67,
2707,-1349.62,,,1349.62,
2708,-1353.85,,,1353.85,
2709,-1358.98,,,1358.98,
2710,-1365.41,,,1365.41,
2711,-1370.36,,,1370.36,
2712,-1375.67,,,1375.67,
2713,-1381.91,,,1381.91,
2714,-1388.14,,,1388.14,
2715,-1394.73,,,1394.73,
2716,-1400.96,,,1400.96,
2717,-1408.47,,,1408.47,
2718,-1414.15,,,1414.15,
2719,-1422.2,,,1422.2,
2720,-1429.52,,,1429.52,
2721,-1437.94,,,1437.94,
2722,-1445.81,,,1445.81,
2723,-1452.76,,,1452.76,
2724,-1461.35,,,1461.35,
2725,-1470.49,,,1470.49,
2726,-1478.9,,,1478.9,
2727,-1487.87,,,1487.87,
2728,-1497.19,,,1497.19,
2729,-1505.96,,,1505.96,
2730,-1515.09,,,1515.09,
2731,-1523.7,,,1523.7,
2732,-1533.56,,,1533.56,
2733,-1541.78,,,1541.78,
2734,-1551.28,,,1551.28,
2735,-1560.79,,,1560.79,
2736,-1569.74,,,1569.74,
2737,-1578.69,,,1578.69,
2738,-1587.46,,,1587.46,
2739,-1595.86,,,1595.86,
2740,-1604.45,,,1604.45,
2741,-1612.85,,,1612.85,
2742,-1621.26,,,1621.26,
2743,-1629.48,,,1629.48,
2744,-1636.79,,,1636.79,
2745,-1645.38,,,1645.38,
2746,-1652.68,,,1652.68,
2747,-1659.44,,,1659.44,
2748,-1667.67,,,1667.67,
2749,-1675.34,,,1675.34,
2750,-1682.28,,,1682.28,
2751,-1688.49,,,1688.49,
2752,-1695.61,,,1695.61,
2753,-1702.55,,,1702.55,
2754,-1708.4,,,1708.4,
2755,-1714.43,,,1714.43,
2756,-1721,,,1721,
2757,-1727.03,,,1727.03,
2758,-1732.69,,,1732.69,
2759,-1737.99,,,1737.99,
2760,-1743.65,,,1743.65,
2761,-1749.31,,,1749.31,
2762,-1754.98,,,1754.98,
2763,-1759.9,,,1759.9,
2764,-1764.29,,,1764.29,
2765,-1769.58,,,1769.58,
2766,-1774.51,,,1774.51,
2767,-1779.26,,,1779.26,
2768,-1784.19,,,1784.19,
2769,-1788.03,,,1788.03,
2770,-1792.23,,,1792.23,
2771,-1795.88,,,1795.88,
2772,-1799.9,,,1799.9,
2773,-1803.73,,,1803.73,
2774,-1806.84,,,1806.84,
2775,-1810.31,,,1810.31,
2776,-1813.59,,,1813.59,
2777,-1816.33,,,1816.33,
2778,-1818.89,,,1818.89,
2779,-1821.44,,,1821.44,
2780,-1823.81,,,1823.81,
2781,-1826.01,,,1826.01,
