Frame#,Time,Neck,,,RShoulder,,,RElbow,,,RWrist,,,LShoulder,,,LElbow,,,LWrist,,,midHip,,,RHip,,,RKnee,,,RAnkle,,,LHip,,,LKnee,,,LAnkle,,,LBigToe,,,LSmallToe,,,LHeel,,,RBigToe,,,RSmallToe,,,RHeel,,,r.ASIS_study,,,L.ASIS_study,,,r.PSIS_study,,,L.PSIS_study,,,r_knee_study,,,r_mknee_study,,,r_ankle_study,,,r_mankle_study,,,r_toe_study,,,r_5meta_study,,,r_calc_study,,,L_knee_study,,,L_mknee_study,,,L_ankle_study,,,L_mankle_study,,,L_toe_study,,,L_calc_study,,,L_5meta_study,,,r_shoulder_study,,,L_shoulder_study,,,C7_study,,,r_thigh1_study,,,r_thigh2_study,,,r_thigh3_study,,,L_thigh1_study,,,L_thigh2_study,,,L_thigh3_study,,,r_sh1_study,,,r_sh2_study,,,r_sh3_study,,,L_sh1_study,,,L_sh2_study,,,L_sh3_study,,,RHJC_study,,,LHJC_study,,,r_lelbow_study,,,r_melbow_study,,,r_lwrist_study,,,r_mwrist_study,,,L_lelbow_study,,,L_melbow_study,,,L_lwrist_study,,,L_mwrist_study,,
,,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33,X34,Y34,Z34,X35,Y35,Z35,X36,Y36,Z36,X37,Y37,Z37,X38,Y38,Z38,X39,Y39,Z39,X40,Y40,Z40,X41,Y41,Z41,X42,Y42,Z42,X43,Y43,Z43,X44,Y44,Z44,X45,Y45,Z45,X46,Y46,Z46,X47,Y47,Z47,X48,Y48,Z48,X49,Y49,Z49,X50,Y50,Z50,X51,Y51,Z51,X52,Y52,Z52,X53,Y53,Z53,X54,Y54,Z54,X55,Y55,Z55,X56,Y56,Z56,X57,Y57,Z57,X58,Y58,Z58,X59,Y59,Z59,X60,Y60,Z60,X61,Y61,Z61,X62,Y62,Z62,X63,Y63,Z63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.1333333,0.36558,1.3919286,0.3348,0.39357,1.3946286,0.5136,0.32068,1.1970586,0.68614,0.32277,0.9945786,0.58773,0.36176,1.3854886,0.14536,0.27455,1.2004986,-0.0001,0.33288,1.0026486,0.07409,0.39421,0.9143786,0.34167,0.41248,0.9181486,0.45307,0.39591,0.5217486,0.48804,0.33977,0.1300986,0.54101,0.38544,0.9116986,0.22576,0.35403,0.5154086,0.26706,0.33281,0.1187386,0.29701,0.47484,0.0738886,0.23573,0.46813,0.0745286,0.23716,0.29513,0.0806586,0.31693,0.48747,0.0828086,0.58143,0.48341,0.0843086,0.58059,0.31409,0.1000286,0.53217,0.4780824,0.9810461,0.5031369,0.445145,0.9750151,0.1718879,0.2406501,0.9916648,0.421184,0.228116,0.9888803,0.2915775,0.3880659,0.5245906,0.557545,0.4008853,0.5137506,0.4330542,0.3303169,0.1359286,0.575656,0.362215,0.1291894,0.4895438,0.4712021,0.0925366,0.561573,0.4208507,0.0956387,0.6107294,0.2692829,0.10489,0.5156994,0.3470448,0.5103621,0.2001026,0.3820133,0.5212012,0.3204953,0.3097843,0.1187705,0.2548701,0.3555078,0.1281421,0.3321581,0.457621,0.0874082,0.2479867,0.2600838,0.0935556,0.3272301,0.3998986,0.0780259,0.2087172,0.3972455,1.4475989,0.5194516,0.3640386,1.4464955,0.1512381,0.276076,1.4656674,0.3463266,0.4617772,0.7679298,0.5489895,0.4277844,0.674443,0.5755643,0.3410308,0.7727598,0.5729907,0.4202887,0.7489066,0.1486716,0.3828999,0.6535744,0.1465226,0.2987271,0.7495872,0.1471224,0.3711775,0.4102023,0.5730082,0.3862177,0.2928146,0.5934962,0.3128876,0.3086802,0.5856222,0.3356769,0.3917977,0.2098247,0.3535508,0.269489,0.2046754,0.2820574,0.2897786,0.2212195,0.3651453,0.8913047,0.4441371,0.3451792,0.8877658,0.2442528,0.3500542,1.1848161,0.7240548,0.2658793,1.1933156,0.6996866,0.335713,1.0043795,0.5399611,0.319669,0.9668936,0.6105229,0.2856376,1.1936384,-0.050958,0.215395,1.1839172,-0.0142889,0.3435944,1.0176375,0.1174861,0.3251067,0.9699395,0.0684789
10,0.15,0.36431,1.3913286,0.3343,0.3922,1.3943586,0.51571,0.31902,1.1967986,0.68272,0.3306,0.9970586,0.5849,0.36129,1.3846386,0.14201,0.27548,1.2007486,-0.00398,0.33397,1.0027886,0.07176,0.39487,0.9125686,0.3405,0.41279,0.9173386,0.4524,0.39778,0.5207686,0.4865,0.33875,0.1310086,0.53865,0.3867,0.9084086,0.22412,0.35238,0.5129186,0.26542,0.33361,0.1164386,0.2951,0.4747,0.0743786,0.23598,0.4678,0.0751186,0.23739,0.29585,0.0788786,0.31515,0.48696,0.0857486,0.58026,0.48312,0.0871986,0.57945,0.31271,0.1019186,0.52996,0.4789383,0.9795105,0.5020793,0.4452602,0.9733597,0.1701548,0.2412745,0.9893492,0.4208946,0.2284525,0.9865273,0.2910168,0.3907113,0.5227947,0.5571607,0.4029923,0.5122459,0.432279,0.331562,0.1350155,0.5757105,0.3631448,0.1284778,0.4894132,0.4720024,0.0911242,0.5614354,0.4214537,0.0950261,0.6105755,0.2701406,0.1049851,0.5160743,0.3465288,0.5078211,0.1998897,0.3814563,0.5190643,0.3209314,0.3104929,0.1165943,0.2551958,0.3561162,0.1262962,0.332706,0.458408,0.085833,0.248674,0.2606543,0.0916589,0.3276776,0.4008626,0.0763234,0.2094474,0.3979332,1.4449521,0.5183038,0.3644864,1.4441251,0.1493963,0.276844,1.462972,0.3453423,0.4639933,0.7661076,0.5481574,0.4302304,0.6725666,0.5750196,0.3428898,0.7706855,0.5727357,0.4212274,0.7459262,0.1475679,0.383248,0.650726,0.1456263,0.2987229,0.7472829,0.1457407,0.3733236,0.4086641,0.5725818,0.3879934,0.2913533,0.5929208,0.3147117,0.307459,0.5857161,0.3354951,0.3896408,0.209895,0.3538453,0.2675563,0.2047635,0.2821068,0.2872146,0.2214385,0.3661064,0.8894177,0.4433215,0.345691,0.8857885,0.2430172,0.3504466,1.1841675,0.723468,0.2670805,1.1923243,0.6994117,0.3377999,1.0045487,0.5390373,0.3218446,0.9660452,0.6094502,0.2846017,1.1923004,-0.0523695,0.2150781,1.1818881,-0.0155833,0.3433587,1.0161242,0.1156985,0.3250304,0.9681819,0.0670443
11,0.1666667,0.3635,1.3913386,0.33073,0.39286,1.3946786,0.51162,0.31726,1.1986086,0.68216,0.32962,0.9955186,0.5854,0.35898,1.3842986,0.13894,0.27399,1.1999586,-0.00523,0.33224,1.0011286,0.07097,0.39551,0.9111686,0.34034,0.414,0.9166486,0.45162,0.40083,0.5226986,0.48663,0.33901,0.1324086,0.53969,0.38653,0.9069586,0.22457,0.34879,0.5111686,0.26337,0.33193,0.1154686,0.29546,0.4755,0.0734286,0.23699,0.46846,0.0742886,0.23832,0.29203,0.0767986,0.31677,0.48507,0.0849586,0.58178,0.48123,0.0865286,0.58093,0.31402,0.1027586,0.53059,0.4798636,0.9784679,0.5017673,0.4453179,0.9719695,0.1695636,0.2419688,0.9875673,0.42149,0.2288037,0.9846333,0.2915014,0.393282,0.5216835,0.5575954,0.4050819,0.5113671,0.4324902,0.3321449,0.1348365,0.5764129,0.3634386,0.128429,0.4899707,0.4719729,0.0902858,0.5621888,0.421223,0.095085,0.6112396,0.2704808,0.1058913,0.5170135,0.34551,0.5058447,0.2004842,0.3804649,0.5173717,0.3219037,0.3102718,0.1149524,0.2561187,0.3558319,0.1249093,0.3337038,0.4584975,0.0847316,0.2498849,0.2602844,0.090304,0.3286366,0.4010701,0.0750961,0.2107407,0.3984949,1.4432395,0.5175234,0.3644779,1.4423099,0.1482139,0.2772852,1.4610183,0.3448881,0.4660557,0.7649558,0.5482151,0.4325451,0.6713728,0.5753051,0.3447301,0.769201,0.5732183,0.4216896,0.7434254,0.1475836,0.3831078,0.6484065,0.145778,0.2985038,0.7455019,0.1455979,0.3752436,0.4077544,0.5729423,0.3893378,0.2904951,0.5930862,0.3161964,0.3070054,0.5865269,0.3346778,0.3880231,0.2106764,0.3533133,0.2661586,0.2055223,0.2814777,0.2852346,0.2223679,0.3670744,0.8880227,0.4434245,0.3461373,0.884174,0.2429391,0.3496927,1.1845643,0.7233189,0.2671275,1.1924812,0.6990277,0.3389965,1.0047353,0.539166,0.3228575,0.9655492,0.6091725,0.2833795,1.1909191,-0.0533699,0.2143047,1.1801756,-0.0164765,0.3426196,1.0147811,0.114491,0.3243855,0.9665585,0.0662274
12,0.1833333,0.36366,1.3915686,0.32829,0.39309,1.3955786,0.50879,0.3171,1.1985686,0.68008,0.32788,0.9979986,0.58372,0.35896,1.3838186,0.13696,0.27152,1.1998486,-0.00508,0.33169,1.0010186,0.06881,0.39523,0.9103686,0.33996,0.41446,0.9171886,0.45063,0.4031,0.5229386,0.4875,0.34043,0.1345986,0.54163,0.38546,0.9049686,0.2248,0.3476,0.5114086,0.26293,0.33167,0.1153686,0.29477,0.47494,0.0735486,0.23686,0.46777,0.0743986,0.23823,0.291,0.0771686,0.31546,0.48381,0.0862186,0.58282,0.47984,0.0879286,0.5819,0.31692,0.1045786,0.53278,0.4798937,0.9780409,0.5011534,0.4445463,0.9710662,0.1688528,0.2417496,0.9865702,0.4216449,0.2282672,0.9834778,0.2916118,0.3951585,0.5214243,0.5578067,0.4064644,0.5112903,0.4325847,0.3323073,0.1356391,0.5769607,0.3632936,0.1293197,0.4904638,0.4711428,0.0906357,0.5628853,0.4203344,0.0963429,0.6117783,0.2706237,0.1076688,0.5178081,0.3436276,0.5047416,0.2005549,0.3785891,0.5164438,0.3223586,0.3091633,0.1140627,0.256211,0.3546304,0.1241968,0.3338832,0.4576278,0.0843848,0.250364,0.2590458,0.0896426,0.3286886,0.4003739,0.0746523,0.2112315,0.3981426,1.4425239,0.5162282,0.363671,1.441306,0.146569,0.2768246,1.459936,0.3438251,0.4671105,0.7646284,0.5479629,0.4339849,0.6710237,0.5752855,0.3457422,0.7684696,0.5733365,0.421119,0.7417168,0.1473566,0.3820152,0.6469247,0.1455745,0.2974319,0.7444661,0.1451351,0.3765494,0.4077187,0.573108,0.3901081,0.2905543,0.5930988,0.3171999,0.3074778,0.587123,0.3330186,0.387227,0.210856,0.3519205,0.2655525,0.2056071,0.2800118,0.2840976,0.222578,0.3670766,0.8872964,0.4432379,0.3456589,0.8831522,0.2426811,0.347969,1.1855758,0.7223009,0.2662344,1.1934904,0.6976826,0.338827,1.0057999,0.538674,0.3222768,0.9661063,0.6079894,0.280943,1.1901222,-0.0548141,0.2123698,1.1791624,-0.017576,0.341417,1.0143865,0.1124908,0.323012,0.9658629,0.0647242
13,0.2,0.36319,1.3923486,0.328,0.39295,1.3959686,0.50728,0.31511,1.1966686,0.68059,0.32339,0.9939486,0.57983,0.35787,1.3850786,0.13801,0.27533,1.1987086,-0.00924,0.33266,1.0004786,0.06716,0.39474,0.9115886,0.33821,0.41361,0.9179786,0.44957,0.40642,0.5266886,0.48654,0.3403,0.1365586,0.54176,0.38557,0.9062486,0.22234,0.34858,0.5115286,0.26194,0.33226,0.1172186,0.29412,0.47513,0.0730786,0.23611,0.46816,0.0740086,0.23737,0.29418,0.0797686,0.31551,0.48416,0.0919986,0.5856,0.48041,0.0934786,0.58454,0.31425,0.1057886,0.53285,0.4797585,0.9795717,0.499206,0.4436907,0.9720899,0.1668926,0.2413521,0.9877417,0.4202971,0.2275987,0.984466,0.2902561,0.3969713,0.5235094,0.5566474,0.4079949,0.5134804,0.4313225,0.332205,0.138587,0.5764509,0.3630383,0.1322935,0.4899339,0.4704222,0.093462,0.5628411,0.4194168,0.100111,0.6114988,0.2704991,0.1112926,0.5173863,0.3419024,0.5057881,0.1992336,0.3768894,0.5176735,0.3214328,0.3083283,0.1152711,0.2550379,0.3537301,0.1256119,0.3328173,0.457052,0.085885,0.2494328,0.2581408,0.0911806,0.3274744,0.3999692,0.0761193,0.2103293,0.3976106,1.4438415,0.5137667,0.3626654,1.4424552,0.1439037,0.2761923,1.460959,0.341646,0.4678552,0.7665904,0.5463981,0.4351764,0.6729902,0.5739203,0.3464086,0.7699349,0.5719999,0.4204733,0.7422388,0.1457559,0.3809427,0.6476321,0.1439873,0.2962472,0.7454688,0.1432772,0.3777343,0.4099658,0.5720243,0.3906685,0.2928615,0.5920217,0.3180222,0.3101847,0.5864551,0.3315566,0.3885176,0.2096671,0.3507631,0.2670126,0.2043571,0.2787494,0.2850743,0.2214543,0.3668073,0.8886426,0.4416141,0.3449567,0.8841849,0.2410358,0.3455435,1.1871964,0.7197625,0.264496,1.1953475,0.6945144,0.337559,1.0072336,0.5368028,0.3201439,0.9671932,0.6054033,0.2807125,1.1907142,-0.0577474,0.2122713,1.1795258,-0.0205615,0.3412356,1.0153141,0.1096624,0.3227922,0.9664567,0.0621477
14,0.2166667,0.3627,1.3925286,0.32746,0.39324,1.3955686,0.50671,0.31497,1.1964486,0.67932,0.32143,0.9923286,0.57899,0.35665,1.3858486,0.13747,0.27372,1.1985686,-0.00922,0.33288,1.0005186,0.06819,0.39584,0.9112986,0.33785,0.41433,0.9174686,0.44905,0.40896,0.5279086,0.48688,0.34007,0.1368386,0.54127,0.38701,0.9061386,0.22221,0.34795,0.5103486,0.26151,0.33205,0.1168586,0.29413,0.47603,0.0724686,0.23673,0.46908,0.0733286,0.23796,0.29391,0.0799486,0.31557,0.4825,0.0937986,0.58742,0.47871,0.0952686,0.58626,0.31337,0.1057286,0.53132,0.4811983,0.9795965,0.4987127,0.4445785,0.971621,0.1663254,0.2424794,0.9873728,0.4201981,0.2285238,0.9839079,0.2901314,0.3999801,0.524134,0.5568918,0.4108931,0.5141917,0.4315593,0.3330699,0.1399352,0.5769804,0.3638699,0.1336343,0.490532,0.4706639,0.0947819,0.5642167,0.4194099,0.1023773,0.6124471,0.2714125,0.1132005,0.5178353,0.3417603,0.5054362,0.1992065,0.3768003,0.5174946,0.3217597,0.3087777,0.1150835,0.2550618,0.3541645,0.1256281,0.332914,0.4578952,0.0857422,0.2497277,0.258504,0.0914159,0.3274222,0.4009011,0.0759362,0.2106207,0.3983619,1.4437397,0.5126877,0.3630489,1.4422762,0.1427799,0.2768833,1.4605231,0.3408856,0.4698033,0.7670851,0.5462527,0.4375382,0.6734935,0.5739501,0.3483692,0.7699004,0.5719777,0.4214223,0.7413153,0.1454568,0.381455,0.6469144,0.1437103,0.2966337,0.7450046,0.142792,0.3800524,0.4106849,0.572269,0.392274,0.2935834,0.5922079,0.319884,0.3113858,0.5869004,0.331568,0.3883844,0.2097298,0.3509902,0.2670242,0.2043089,0.2788972,0.2846751,0.2215729,0.3680436,0.8884656,0.4413725,0.3458589,0.8837045,0.2407393,0.3446819,1.186712,0.7183602,0.2641208,1.19528,0.6928109,0.3370577,1.006363,0.536344,0.3187348,0.9662908,0.604209,0.2813732,1.1897508,-0.0588402,0.2130264,1.1783986,-0.0216446,0.3423624,1.0150864,0.1089115,0.3239425,0.9656678,0.061764
15,0.2333333,0.36299,1.3923986,0.32577,0.39295,1.3965686,0.50524,0.31441,1.1975886,0.67834,0.32157,0.9935786,0.5785,0.35752,1.3844786,0.13558,0.27489,1.1961086,-0.01055,0.33441,0.9994486,0.06637,0.39532,0.9113586,0.33746,0.41398,0.9176186,0.44913,0.41187,0.5296786,0.48696,0.34011,0.1368286,0.54219,0.3863,0.9063186,0.22129,0.34687,0.5099586,0.25989,0.33132,0.1169586,0.29406,0.47577,0.0728986,0.23636,0.46884,0.0738386,0.23758,0.29272,0.0794786,0.31549,0.48195,0.0941986,0.59272,0.47818,0.0957886,0.59138,0.3132,0.1059786,0.53302,0.4809095,0.9798571,0.498278,0.4439985,0.9714431,0.1658933,0.2419704,0.9874238,0.4199377,0.2279077,0.9838016,0.2898726,0.4015154,0.5251309,0.5571122,0.4125805,0.5151763,0.4317624,0.3324768,0.1414444,0.5777472,0.3634389,0.135072,0.4913856,0.4696751,0.0963783,0.5663561,0.4179781,0.1049465,0.6140521,0.2709328,0.1150698,0.5182819,0.340205,0.5055271,0.1989256,0.3753279,0.5176643,0.3217979,0.3076207,0.1151354,0.2549192,0.3530293,0.1258217,0.3328512,0.4570698,0.0857497,0.2496703,0.2572712,0.0918364,0.3272642,0.4001537,0.0759772,0.210592,0.3976726,1.4440572,0.5116576,0.3619714,1.4423923,0.1416661,0.2761122,1.4605354,0.3400562,0.4700735,0.7680973,0.5462061,0.4382535,0.6744772,0.5740173,0.3484927,0.7702947,0.571814,0.4208217,0.7409849,0.145066,0.3804672,0.6467393,0.1432829,0.2955099,0.7449921,0.1421874,0.3809163,0.4117158,0.5726055,0.3924171,0.2946054,0.5926588,0.3202392,0.3128105,0.587396,0.3301206,0.3886009,0.2095435,0.3497053,0.2673405,0.2040705,0.2775011,0.2846126,0.2214608,0.3675718,0.8886662,0.4410145,0.3452131,0.8836363,0.240372,0.3426802,1.1866161,0.7171143,0.2624748,1.1954405,0.6912753,0.3354548,1.0060551,0.5358863,0.3162831,0.9659504,0.6030885,0.2815207,1.1887248,-0.059964,0.2131811,1.1771709,-0.0228966,0.3429735,1.014944,0.1080778,0.3245107,0.9649604,0.0611742
16,0.25,0.36263,1.3918586,0.32421,0.39157,1.3968086,0.50532,0.31644,1.2020786,0.67724,0.32309,0.9972686,0.58122,0.35854,1.3830286,0.13233,0.27547,1.1911686,-0.01076,0.33375,1.0002686,0.06816,0.39545,0.9089686,0.33611,0.41419,0.9153886,0.44773,0.41334,0.5271586,0.48869,0.34225,0.1369586,0.54639,0.38629,0.9042686,0.21996,0.347,0.5090386,0.26064,0.33313,0.1183286,0.29349,0.47583,0.0744586,0.2373,0.46907,0.0751586,0.23867,0.29228,0.0799086,0.31524,0.48134,0.0945386,0.59911,0.47778,0.0962086,0.59755,0.31979,0.1075786,0.5343,0.4811661,0.9775738,0.4971039,0.4442447,0.9689819,0.1645233,0.2419972,0.9849656,0.4186855,0.2279375,0.9812942,0.2885358,0.4034935,0.523852,0.5567655,0.4149792,0.5137304,0.4315352,0.3333665,0.1407418,0.5783572,0.3646485,0.1342167,0.492277,0.4698423,0.0959247,0.5689538,0.417728,0.1055684,0.6158498,0.2722927,0.1145786,0.5185036,0.3396456,0.5033496,0.1976464,0.3747428,0.5157076,0.3210088,0.3075473,0.1131387,0.2538921,0.3529389,0.1240305,0.3320214,0.4572176,0.0838955,0.2489632,0.2571203,0.0902152,0.3262637,0.4003954,0.0741213,0.2097825,0.3973248,1.4420926,0.5100628,0.361735,1.4401017,0.139738,0.2758707,1.4580777,0.3383784,0.470592,0.7668522,0.5454729,0.4392427,0.6732291,0.5734129,0.3489536,0.768309,0.5706845,0.4210929,0.7383298,0.1437106,0.3804097,0.6442334,0.1418451,0.2952833,0.7425125,0.1403707,0.3824937,0.4105442,0.572492,0.393532,0.2935429,0.5928671,0.3216129,0.3119633,0.587436,0.3296918,0.386585,0.2084014,0.3494996,0.2654334,0.202943,0.2771487,0.282411,0.2203528,0.367646,0.886321,0.4396982,0.3452837,0.8811795,0.2389263,0.3421921,1.1857325,0.7155422,0.2620755,1.194613,0.6898284,0.3349091,1.0046408,0.5351828,0.3152473,0.9648325,0.6019047,0.282027,1.1853411,-0.0616621,0.2137128,1.1737995,-0.0247817,0.3439243,1.0134437,0.1072588,0.3255646,0.9626542,0.060822
17,0.2666667,0.36108,1.3922886,0.32588,0.38776,1.3973386,0.50737,0.31508,1.2013286,0.67762,0.32501,0.9961486,0.58014,0.35917,1.3833686,0.13374,0.27238,1.1946086,-0.01127,0.33305,1.0004486,0.06766,0.39525,0.9121686,0.33478,0.41394,0.9183786,0.44657,0.41611,0.5290086,0.48618,0.34435,0.1401686,0.54732,0.38625,0.9069586,0.21851,0.34741,0.5089786,0.25898,0.3333,0.1176386,0.29421,0.47431,0.0736986,0.23711,0.46759,0.0745386,0.2385,0.29277,0.0787786,0.31489,0.47898,0.0961486,0.60487,0.47554,0.0977286,0.60307,0.32286,0.1108086,0.53562,0.4809508,0.9807855,0.4960756,0.4442277,0.9720732,0.1633891,0.2416124,0.9879855,0.4172067,0.2276446,0.9842674,0.2870066,0.4049303,0.5281871,0.5563231,0.4170705,0.5178511,0.4313133,0.3342254,0.1453335,0.5794574,0.3659971,0.1386153,0.4937827,0.4696975,0.100466,0.572384,0.4171737,0.1112935,0.6182714,0.2738326,0.119451,0.5192442,0.3386378,0.5065656,0.1966272,0.3736374,0.5191348,0.3202492,0.3071552,0.1163713,0.2531334,0.3524707,0.1274801,0.3313039,0.4570186,0.0870622,0.2484146,0.2566276,0.0938463,0.3254924,0.4002787,0.0773712,0.2092578,0.39616,1.445427,0.5089471,0.3612443,1.443355,0.1380938,0.2749791,1.461122,0.3368039,0.470488,0.7712635,0.5446727,0.4396043,0.6776281,0.5726949,0.3488244,0.7719477,0.569349,0.4209247,0.7411094,0.1425403,0.3799354,0.6471544,0.1406621,0.2948166,0.7456103,0.1387668,0.3836747,0.4149352,0.5724619,0.3943542,0.297997,0.5933644,0.3226803,0.3165104,0.5875981,0.328882,0.389927,0.207538,0.3489447,0.2688699,0.2021213,0.2764478,0.285483,0.219524,0.3673448,0.8895758,0.4382804,0.345096,0.8843525,0.2374377,0.3412129,1.18895,0.7143125,0.2614233,1.1974601,0.688471,0.3351373,1.0077074,0.5349151,0.315107,0.9678585,0.6010032,0.2821316,1.1876323,-0.0625417,0.2139792,1.1762932,-0.0256645,0.3443674,1.0168003,0.1068436,0.3256839,0.965514,0.0606404
18,0.2833333,0.36132,1.3935086,0.32466,0.38972,1.3985186,0.50347,0.31556,1.2038486,0.67647,0.33061,0.9989086,0.58068,0.35714,1.3847786,0.13534,0.27381,1.1947386,-0.01279,0.33363,0.9998986,0.06677,0.39417,0.9150886,0.33574,0.41331,0.9210186,0.44814,0.41455,0.5276386,0.48975,0.3457,0.1403186,0.55024,0.38469,0.9103686,0.21882,0.34887,0.5106786,0.26113,0.33361,0.1190386,0.2928,0.47506,0.0741586,0.23659,0.46848,0.0750586,0.23788,0.29439,0.0804586,0.31212,0.48118,0.0969186,0.60752,0.47767,0.0986086,0.60576,0.32249,0.1101686,0.54093,0.4799999,0.9837517,0.4972966,0.4432044,0.9749614,0.164496,0.2403925,0.9907864,0.4182417,0.2264113,0.9870405,0.2879874,0.405048,0.5317709,0.5583373,0.4176641,0.5211853,0.433377,0.334902,0.1489264,0.5830774,0.3670756,0.1419958,0.4976585,0.4695733,0.1042734,0.5778795,0.4167936,0.115949,0.623056,0.2751819,0.1230564,0.5225474,0.3370999,0.5094614,0.1979061,0.3719687,0.5221087,0.3220691,0.3063879,0.1190817,0.2539924,0.351682,0.130322,0.3324021,0.4562376,0.0896062,0.2496426,0.2558662,0.0969487,0.3263479,0.3996728,0.0801533,0.2103216,0.3945721,1.448325,0.5096741,0.3598112,1.4461469,0.1387943,0.2735265,1.4639125,0.3374879,0.469585,0.7749715,0.5463364,0.4390046,0.6813145,0.5744696,0.3478164,0.7752093,0.5705022,0.4202038,0.7437269,0.1435364,0.3789282,0.6498769,0.1416483,0.2934967,0.7484893,0.1392932,0.3838167,0.4186167,0.5748943,0.3945707,0.3017232,0.5963899,0.3230534,0.3201342,0.5902838,0.327534,0.3929222,0.2087821,0.3479575,0.2719079,0.203152,0.2752362,0.2881762,0.2205675,0.3662371,0.8925079,0.4391865,0.3439441,0.8872369,0.2382674,0.3404497,1.1919581,0.7150503,0.2610103,1.1997712,0.6891365,0.3361581,1.0105154,0.5365618,0.3159626,0.9704225,0.6020316,0.282138,1.1890079,-0.0616623,0.2141421,1.1778577,-0.0248914,0.344593,1.0189108,0.1079878,0.3255389,0.9673199,0.0618495
19,0.3,0.35983,1.3922686,0.32587,0.38706,1.3979386,0.50746,0.31196,1.1972486,0.67796,0.32651,0.9959886,0.58039,0.35748,1.3828186,0.13354,0.27219,1.1942286,-0.0119,0.33315,1.0001086,0.06759,0.39589,0.9117086,0.33564,0.4148,0.9180486,0.44812,0.41726,0.5294486,0.48867,0.34948,0.1408286,0.55408,0.38677,0.9064386,0.21862,0.34822,0.5101986,0.26136,0.33357,0.1186386,0.29449,0.4751,0.0746786,0.23746,0.46847,0.0754886,0.23885,0.29299,0.0793286,0.31472,0.48307,0.0969386,0.61301,0.47974,0.0985086,0.61108,0.32757,0.1104386,0.54365,0.4817756,0.9804104,0.4976765,0.4449773,0.9717191,0.1643372,0.2418621,0.9870517,0.4183606,0.2278882,0.9833561,0.2878819,0.4077879,0.5291492,0.5593125,0.4208247,0.518288,0.4343942,0.3387142,0.1463953,0.5858302,0.3711959,0.1392714,0.5006873,0.4724331,0.1018812,0.582477,0.4194902,0.1144864,0.6268954,0.2796275,0.1206249,0.5250423,0.3382605,0.5060806,0.1979978,0.3730987,0.5189556,0.3225913,0.3079684,0.1156606,0.2539511,0.3532972,0.127099,0.3324704,0.4578886,0.0862936,0.2499199,0.2574073,0.0938513,0.3262909,0.4013263,0.0768593,0.2105358,0.395078,1.4451166,0.5099979,0.3610027,1.4427785,0.1386369,0.2743597,1.4602552,0.3374595,0.4714574,0.7723518,0.5469248,0.4411174,0.6787342,0.5751916,0.349565,0.7721482,0.5707397,0.4221134,0.7399686,0.1434468,0.3805335,0.646238,0.1415333,0.2949174,0.7449819,0.1387001,0.3867641,0.4161285,0.576315,0.3977534,0.2993536,0.5984045,0.3263358,0.3175699,0.5920639,0.3287716,0.3896562,0.2089334,0.3494028,0.2686691,0.2031983,0.2765434,0.2846557,0.2206412,0.3679232,0.8890437,0.4391609,0.345626,0.8838264,0.2379093,0.3404357,1.1882602,0.7149893,0.2613764,1.19555,0.6887371,0.3380682,1.006929,0.5372683,0.3175834,0.9665856,0.6019419,0.2834897,1.1852123,-0.0615483,0.2157349,1.1741737,-0.0248146,0.3464387,1.0158206,0.1083803,0.32721,0.9639787,0.0623706
