Frame#,Time,Neck,,,RShoulder,,,RElbow,,,RWrist,,,LShoulder,,,LElbow,,,LWrist,,,midHip,,,RHip,,,RKnee,,,RAnkle,,,LHip,,,LKnee,,,LAnkle,,,LBigToe,,,LSmallToe,,,LHeel,,,RBigToe,,,RSmallToe,,,RHeel,,,r.ASIS_study,,,L.ASIS_study,,,r.PSIS_study,,,L.PSIS_study,,,r_knee_study,,,r_mknee_study,,,r_ankle_study,,,r_mankle_study,,,r_toe_study,,,r_5meta_study,,,r_calc_study,,,L_knee_study,,,L_mknee_study,,,L_ankle_study,,,L_mankle_study,,,L_toe_study,,,L_calc_study,,,L_5meta_study,,,r_shoulder_study,,,L_shoulder_study,,,C7_study,,,r_thigh1_study,,,r_thigh2_study,,,r_thigh3_study,,,L_thigh1_study,,,L_thigh2_study,,,L_thigh3_study,,,r_sh1_study,,,r_sh2_study,,,r_sh3_study,,,L_sh1_study,,,L_sh2_study,,,L_sh3_study,,,RHJC_study,,,LHJC_study,,,r_lelbow_study,,,r_melbow_study,,,r_lwrist_study,,,r_mwrist_study,,,L_lelbow_study,,,L_melbow_study,,,L_lwrist_study,,,L_mwrist_study,,
,,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33,X34,Y34,Z34,X35,Y35,Z35,X36,Y36,Z36,X37,Y37,Z37,X38,Y38,Z38,X39,Y39,Z39,X40,Y40,Z40,X41,Y41,Z41,X42,Y42,Z42,X43,Y43,Z43,X44,Y44,Z44,X45,Y45,Z45,X46,Y46,Z46,X47,Y47,Z47,X48,Y48,Z48,X49,Y49,Z49,X50,Y50,Z50,X51,Y51,Z51,X52,Y52,Z52,X53,Y53,Z53,X54,Y54,Z54,X55,Y55,Z55,X56,Y56,Z56,X57,Y57,Z57,X58,Y58,Z58,X59,Y59,Z59,X60,Y60,Z60,X61,Y61,Z61,X62,Y62,Z62,X63,Y63,Z63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2.0666667,0.41453,1.3833786,0.35834,0.43735,1.3845886,0.54021,0.31077,1.1871586,0.69408,0.30102,0.9733686,0.59984,0.41603,1.3785386,0.16521,0.31048,1.2000786,0.00978,0.34767,0.9960886,0.09342,0.39127,0.9062086,0.36022,0.40033,0.9112686,0.4785,0.42957,0.5192386,0.51788,0.35154,0.1317586,0.56171,0.39262,0.9033986,0.23708,0.4376,0.5172586,0.24105,0.35586,0.1181286,0.25029,0.49596,0.0792286,0.19412,0.48868,0.0802086,0.19572,0.31088,0.0791086,0.26414,0.49366,0.0908886,0.61391,0.48998,0.0922386,0.61222,0.32186,0.1017786,0.55552,0.4738737,0.9692267,0.534847,0.4566101,0.9663284,0.1910339,0.2350368,0.9884621,0.4379488,0.2291872,0.9867868,0.3031689,0.3899769,0.5199692,0.577409,0.4053406,0.5125759,0.4490256,0.3382269,0.12852,0.596253,0.3717068,0.1251777,0.5131827,0.476415,0.0916545,0.5928185,0.4217808,0.1040656,0.6361517,0.2797629,0.103933,0.5352147,0.3753645,0.5108097,0.1836642,0.4076251,0.5162654,0.3218415,0.3252494,0.114952,0.2093979,0.3706602,0.1203137,0.2948943,0.4727032,0.0807498,0.2097985,0.2712555,0.0934577,0.2782739,0.4160546,0.0815713,0.1664302,0.4081445,1.436546,0.5371362,0.382907,1.4364743,0.1655511,0.2928404,1.4596951,0.3594304,0.4600038,0.7636977,0.5755776,0.4263986,0.6689154,0.6005984,0.3317845,0.7628586,0.5949019,0.4452229,0.7551861,0.1448867,0.4091813,0.6587767,0.1343093,0.306269,0.7480017,0.1355552,0.3720611,0.4061257,0.5899769,0.3886223,0.287312,0.6109685,0.3166191,0.3018642,0.6038133,0.3609428,0.3927401,0.1879901,0.3778962,0.2715054,0.1720486,0.3001695,0.2867471,0.1884366,0.35465,0.8836472,0.463261,0.3441237,0.8817003,0.2555095,0.3289848,1.1715591,0.7291534,0.2571202,1.1800763,0.7012561,0.328878,0.9794777,0.5715627,0.296772,0.945867,0.6210506,0.3155291,1.1805763,-0.0410686,0.245653,1.1751139,-0.007272,0.3604017,1.0096702,0.1347813,0.3457802,0.9610325,0.0852541
126,2.0833333,0.4219,1.3735686,0.3573,0.44659,1.3744886,0.54062,0.31108,1.1868386,0.69589,0.30326,0.9725186,0.60248,0.42202,1.3690886,0.16238,0.31307,1.1960186,0.00795,0.34265,0.9925086,0.09582,0.38806,0.8980386,0.35946,0.39758,0.9019586,0.47917,0.44023,0.5195986,0.52365,0.35206,0.1332886,0.56186,0.38942,0.8960786,0.23473,0.44486,0.5149886,0.23662,0.35612,0.1180186,0.24813,0.49627,0.0805886,0.19337,0.48888,0.0815486,0.19495,0.31116,0.0786386,0.26199,0.49273,0.0908686,0.61484,0.48922,0.0920286,0.6131,0.3216,0.1043086,0.55571,0.4710258,0.9603306,0.5345523,0.4543475,0.9575665,0.19003,0.2323826,0.9827887,0.4371935,0.2267372,0.9812327,0.3021215,0.3968148,0.5144985,0.577493,0.4123183,0.506837,0.450173,0.3394901,0.1236241,0.5953803,0.3726217,0.1200612,0.5130012,0.4771676,0.0860565,0.5923195,0.4222912,0.099973,0.6350852,0.2804565,0.0996252,0.5344107,0.3838226,0.505184,0.1814274,0.4156659,0.5106587,0.3192576,0.3262305,0.1105784,0.2097319,0.3709991,0.115933,0.2952741,0.4724261,0.0760086,0.2093916,0.2711312,0.0899653,0.2786063,0.4158102,0.0779352,0.1663474,0.4149745,1.4265686,0.5379537,0.3899258,1.4283527,0.1658848,0.3000441,1.4531958,0.3597514,0.4591211,0.7595007,0.5745711,0.4285146,0.6642307,0.5998231,0.331803,0.7554796,0.5937665,0.4458827,0.7512199,0.1438323,0.4129512,0.6540585,0.132876,0.3074623,0.7402745,0.1343294,0.3779323,0.4001533,0.5897707,0.392575,0.2812666,0.6103853,0.3208645,0.2969902,0.6033398,0.3679307,0.3867301,0.1867431,0.3825379,0.2656682,0.1721018,0.3048119,0.2819076,0.1871863,0.3509971,0.8758664,0.4626665,0.3408401,0.874017,0.2544822,0.3274854,1.1650388,0.7295479,0.2559277,1.1751074,0.7008635,0.3250716,0.9728522,0.5710706,0.2918178,0.9396695,0.620167,0.3162979,1.175157,-0.0419319,0.2465323,1.1712333,-0.008283,0.3573186,1.0042959,0.1346164,0.3421605,0.9562179,0.0853337
127,2.1,0.43365,1.3604386,0.35579,0.45716,1.3607386,0.53898,0.31104,1.1813386,0.6986,0.30247,0.9695686,0.60275,0.43473,1.3567886,0.16108,0.31767,1.1917586,0.00323,0.33942,0.9887286,0.09563,0.38404,0.8826286,0.35992,0.39488,0.8877686,0.48039,0.44832,0.5205986,0.52506,0.35234,0.1349786,0.56416,0.38474,0.8791686,0.23445,0.45215,0.5140586,0.23138,0.35685,0.1191486,0.24734,0.4941,0.0806786,0.19316,0.48704,0.0815186,0.19468,0.3114,0.0779186,0.26274,0.48861,0.0905986,0.61393,0.48488,0.0919686,0.61218,0.32359,0.1058686,0.55679,0.467641,0.943933,0.5355744,0.4514568,0.9415061,0.1899066,0.2291029,0.9707018,0.4377805,0.2236035,0.969378,0.3022264,0.4053252,0.5035348,0.5791386,0.4207809,0.4955618,0.4530335,0.3405619,0.1144857,0.5957491,0.3730716,0.1106505,0.5141247,0.4769074,0.0760719,0.5929981,0.4220081,0.0917528,0.6351208,0.2808562,0.0915033,0.5349792,0.3933852,0.4938499,0.1794742,0.4249674,0.4993683,0.316885,0.3271872,0.1013512,0.2111589,0.3713917,0.1067068,0.2966909,0.4719112,0.0669223,0.2097874,0.2709369,0.0817066,0.2802493,0.4152266,0.0697778,0.1672065,0.4232875,1.4091417,0.5396663,0.3986592,1.4128974,0.1672687,0.308937,1.4396689,0.3610149,0.4579525,0.7493937,0.5747861,0.4311403,0.6538112,0.6003727,0.3320354,0.7413913,0.5940142,0.445931,0.7412444,0.1437752,0.4167428,0.6434262,0.1321808,0.3083913,0.725812,0.1339612,0.3851568,0.3888599,0.5909299,0.3972826,0.2701699,0.6109429,0.3259496,0.2874374,0.6043765,0.3758302,0.3751239,0.1859889,0.3877062,0.2544218,0.1729364,0.3100045,0.271866,0.1866539,0.346464,0.8608968,0.4634809,0.3366278,0.8592765,0.2546006,0.3261852,1.1535736,0.7320043,0.2549993,1.165194,0.7022594,0.3215954,0.9616115,0.5720182,0.2875411,0.9283888,0.6206234,0.3174387,1.164151,-0.0431109,0.2478699,1.1618869,-0.009621,0.3538642,0.9938552,0.1350527,0.3384017,0.9464148,0.0859848
128,2.1166667,0.44416,1.3452886,0.35819,0.46619,1.3436386,0.54381,0.30741,1.1713886,0.69954,0.29071,0.9655886,0.60403,0.44712,1.3435086,0.16085,0.31633,1.1875986,0.00369,0.33118,0.9825786,0.09508,0.3745,0.8638386,0.36217,0.38549,0.8680086,0.48359,0.45348,0.5168686,0.52692,0.35296,0.1324886,0.56372,0.37558,0.8614086,0.23561,0.45878,0.5116586,0.23144,0.35984,0.1184886,0.24461,0.49769,0.0785686,0.19173,0.49061,0.0793186,0.19338,0.31429,0.0794686,0.25762,0.49047,0.0900386,0.61515,0.48667,0.0916686,0.61344,0.32355,0.1037186,0.55795,0.4587764,0.9237553,0.5386526,0.4437251,0.9218331,0.1915553,0.2204316,0.9562768,0.4398599,0.2153155,0.9552644,0.3037021,0.4113625,0.4914522,0.5826744,0.426805,0.4831216,0.4576611,0.3385635,0.1055098,0.5978158,0.3703871,0.1013987,0.5168642,0.4733693,0.0672856,0.5955116,0.4185025,0.0844083,0.6370104,0.2782108,0.0832198,0.5370721,0.4005278,0.4813589,0.1784684,0.4317349,0.4868404,0.3158472,0.3255268,0.0913637,0.2136367,0.3691113,0.096737,0.2994515,0.468635,0.0576058,0.2112976,0.2680469,0.072606,0.2830494,0.4120048,0.061374,0.1689576,0.4288847,1.3881622,0.5428277,0.4050871,1.3940779,0.1699208,0.3154186,1.4233854,0.3634322,0.4516367,0.7376842,0.576909,0.42968,0.6419638,0.6028364,0.3276512,0.7246406,0.5961329,0.4415024,0.7298863,0.1453723,0.4169133,0.6314814,0.1327932,0.3050204,0.7087175,0.1346078,0.38993,0.3766604,0.593839,0.3993173,0.258558,0.6132367,0.3284094,0.2774593,0.6072284,0.3813948,0.3623092,0.1861784,0.3905301,0.2421006,0.1747973,0.3126777,0.2608882,0.1869511,0.3360628,0.8426872,0.4660965,0.326941,0.8414127,0.2563485,0.3199699,1.1406788,0.7367113,0.2493732,1.1540534,0.7056454,0.3128795,0.9491853,0.5749692,0.2779972,0.9158487,0.6228143,0.3140035,1.151784,-0.0431954,0.2447205,1.1514641,-0.0098659,0.3451667,0.9821305,0.1366025,0.3293199,0.9355412,0.0878423
129,2.1333333,0.45556,1.3257186,0.35746,0.47578,1.3246586,0.5447,0.30236,1.1606486,0.69737,0.31584,0.9496986,0.61075,0.46052,1.3237486,0.15837,0.3194,1.1763186,0.00408,0.32158,0.9749386,0.09394,0.36286,0.8477086,0.36286,0.37466,0.8519986,0.48446,0.4583,0.5128386,0.52889,0.35186,0.1326086,0.56341,0.3641,0.8448286,0.23602,0.46345,0.5090086,0.23113,0.36111,0.1172786,0.24327,0.50059,0.0761986,0.1912,0.4938,0.0767886,0.19276,0.31664,0.0787286,0.25708,0.49332,0.0899286,0.6144,0.49007,0.0914886,0.6128,0.32158,0.1045886,0.55728,0.4484421,0.9059667,0.5405542,0.4344189,0.9043698,0.1913046,0.2099319,0.9455673,0.4404116,0.2051609,0.9447946,0.3033778,0.4182422,0.4846471,0.5847419,0.433801,0.4759155,0.4606856,0.3367876,0.1025408,0.598396,0.3679913,0.0981782,0.5179219,0.4704024,0.0650314,0.5962999,0.4154982,0.0834402,0.637328,0.2756538,0.0808172,0.537643,0.408264,0.4735777,0.1755513,0.438863,0.4791035,0.3128219,0.3245642,0.0865649,0.2143944,0.3673739,0.0920523,0.3004468,0.4661546,0.053679,0.2112787,0.2658279,0.0687691,0.2840495,0.4096755,0.0582929,0.1691879,0.4359619,1.3692706,0.5443928,0.4133975,1.3771227,0.1704683,0.3235971,1.4100822,0.3639332,0.4435411,0.7306277,0.577396,0.4274555,0.6349942,0.6037681,0.3220838,0.7114275,0.5970365,0.4355912,0.7227565,0.145501,0.416469,0.6239249,0.1317813,0.3005128,0.6948816,0.1334068,0.3955416,0.369848,0.59526,0.4019653,0.2526441,0.6139873,0.3314673,0.2730969,0.6087065,0.387695,0.3542239,0.1844041,0.3941026,0.2345999,0.1747268,0.3160985,0.2548868,0.1854382,0.3233429,0.8273986,0.4673505,0.3148663,0.8263757,0.2563038,0.3142749,1.1310062,0.740426,0.2443719,1.1451178,0.7075152,0.3089201,0.9407188,0.5766885,0.2733962,0.9061641,0.6239176,0.3104254,1.1425918,-0.0449117,0.2417994,1.1446432,-0.011526,0.335786,0.9736305,0.1364631,0.3189292,0.928245,0.088013
130,2.15,0.47059,1.3027786,0.35313,0.49049,1.2998786,0.54037,0.29534,1.1394386,0.69932,0.28522,0.9472286,0.60775,0.4757,1.3023286,0.15412,0.32199,1.1627086,0.00366,0.30928,0.9628786,0.09482,0.35597,0.8350586,0.36237,0.3669,0.8390386,0.48305,0.46343,0.5091586,0.53002,0.34879,0.1315186,0.56393,0.35786,0.8326486,0.23647,0.46674,0.5057286,0.23093,0.35864,0.1167186,0.24422,0.49898,0.0767486,0.19174,0.49223,0.0773986,0.19307,0.313,0.0760486,0.25867,0.48864,0.0910986,0.61254,0.48502,0.0924486,0.61096,0.31791,0.1033386,0.55903,0.443371,0.8916341,0.5413498,0.4297816,0.8898164,0.1893909,0.2047225,0.9388814,0.4399428,0.200047,0.9381305,0.3018403,0.431142,0.4833207,0.5860499,0.4468165,0.4740595,0.4630138,0.3393403,0.1054809,0.5985139,0.3698941,0.1007456,0.5183872,0.4717986,0.0688239,0.5963653,0.4167889,0.0883012,0.6369597,0.2772006,0.0842575,0.5378791,0.4210046,0.4707567,0.1715606,0.4509122,0.4762812,0.3083501,0.3281944,0.0873359,0.2141455,0.3701688,0.0928763,0.3002566,0.4682916,0.0556001,0.2102057,0.2683037,0.0703887,0.2840839,0.4120655,0.0607809,0.1685791,0.4511831,1.3525383,0.5441654,0.4296055,1.3621169,0.1691963,0.3402294,1.3995458,0.3628431,0.4400855,0.72824,0.5764425,0.4304127,0.6330361,0.6035237,0.3219274,0.7026266,0.5971746,0.4340336,0.7196344,0.1448333,0.4206404,0.620759,0.1299357,0.3007822,0.685103,0.131218,0.4068367,0.3685274,0.5960537,0.4096968,0.2522832,0.6140348,0.3397368,0.2745713,0.6097045,0.3988817,0.3512217,0.1813917,0.4023393,0.2322368,0.173409,0.3244558,0.2543049,0.1829156,0.3154747,0.8159045,0.4676766,0.3072755,0.8148126,0.2550103,0.3110408,1.124361,0.7420837,0.2426987,1.1399458,0.7068371,0.3061092,0.9348997,0.5771486,0.269128,0.8996682,0.62309,0.3122512,1.1356545,-0.0470888,0.244408,1.1409049,-0.0137104,0.330107,0.9675372,0.1353869,0.3120308,0.9235607,0.0877164
131,2.1666667,0.47534,1.2769186,0.3535,0.4968,1.2728886,0.54495,0.28865,1.1262786,0.69477,0.27927,0.9378586,0.60887,0.48008,1.2776786,0.14964,0.32268,1.1455186,0.00761,0.30073,0.9541686,0.09495,0.3451,0.8181586,0.36199,0.35658,0.8241886,0.48317,0.46623,0.5050586,0.53066,0.35033,0.1303086,0.56133,0.34712,0.8141686,0.23571,0.47092,0.4994086,0.22986,0.35721,0.1146486,0.24528,0.49871,0.0757386,0.19261,0.49212,0.0766686,0.1941,0.31164,0.0742986,0.25757,0.48948,0.0900086,0.61227,0.48621,0.0913286,0.61066,0.32056,0.1036186,0.55646,0.4341688,0.8731459,0.5423178,0.4211902,0.8707051,0.1874834,0.1955669,0.9276739,0.4390862,0.1910561,0.9267453,0.2998493,0.4411733,0.4798947,0.5882374,0.4570939,0.4702341,0.4660154,0.3400362,0.1063521,0.5989078,0.3701222,0.1013796,0.5189541,0.4713705,0.0711562,0.5969501,0.4162478,0.0911371,0.6370979,0.2770234,0.0853652,0.5380346,0.4309906,0.4658017,0.1679214,0.4601323,0.4712871,0.3043876,0.329114,0.0855844,0.2139803,0.3701326,0.0911808,0.3003858,0.4678097,0.0554645,0.2093624,0.2679955,0.0692002,0.2844842,0.4118683,0.0610834,0.1679113,0.4643014,1.3303478,0.5436264,0.4437048,1.3415096,0.1673835,0.3551711,1.3837388,0.3612234,0.4323475,0.7225796,0.5759064,0.4296497,0.628236,0.6038938,0.3181981,0.690245,0.5978387,0.4286277,0.7133574,0.1448047,0.4214477,0.6148377,0.1285906,0.2976997,0.6716904,0.1289095,0.4156411,0.3651114,0.5976546,0.4151961,0.2499142,0.6147734,0.345696,0.2738367,0.6112793,0.4074274,0.3459501,0.1785262,0.4078829,0.2275215,0.1721754,0.3302439,0.2513646,0.1804361,0.3036042,0.8003105,0.4681344,0.2957815,0.7989046,0.2537621,0.3039386,1.1133724,0.7434219,0.2373023,1.1306805,0.705949,0.299842,0.9253327,0.577564,0.2606837,0.8896645,0.6222604,0.3106845,1.1236625,-0.0485025,0.2438912,1.1321692,-0.0150083,0.3210579,0.9571891,0.1347499,0.3012849,0.9146152,0.0882764
132,2.1833333,0.48629,1.2500686,0.35576,0.50552,1.2443786,0.54876,0.28519,1.1049986,0.69404,0.27635,0.9153886,0.6052,0.49337,1.2526686,0.15026,0.32031,1.1326586,0.01405,0.29107,0.9445986,0.09709,0.33527,0.8025786,0.36303,0.34381,0.8073986,0.48584,0.46755,0.5023686,0.53114,0.34873,0.1287686,0.56308,0.34101,0.8005586,0.23484,0.47478,0.4982686,0.22914,0.35893,0.1143586,0.24414,0.49776,0.0779086,0.19144,0.49173,0.0787886,0.19286,0.31121,0.0737586,0.25621,0.48957,0.0912586,0.61332,0.4865,0.0925386,0.61173,0.31996,0.1022686,0.55741,0.4261137,0.8558843,0.5450728,0.4136953,0.8525688,0.1866274,0.1876506,0.9177659,0.4394497,0.1832786,0.9165374,0.2988155,0.4522006,0.4800424,0.5922481,0.4684895,0.4698269,0.4706456,0.3419475,0.110037,0.6012503,0.3716784,0.10475,0.5212053,0.4726135,0.0764004,0.5993192,0.4172871,0.0966602,0.6392346,0.2779751,0.089101,0.5399526,0.4423539,0.4645748,0.1659003,0.4703243,0.4698299,0.3019454,0.3312869,0.0870738,0.2146762,0.3710612,0.0924556,0.3014561,0.4685757,0.0585796,0.2097161,0.268924,0.0709605,0.2857386,0.4130958,0.0645211,0.1683279,0.4804823,1.3078709,0.5447361,0.4611165,1.3200726,0.1665954,0.3736931,1.3678652,0.3608911,0.4252893,0.719216,0.5766874,0.4296838,0.6262569,0.6058343,0.3154918,0.6801397,0.6004699,0.4240361,0.709317,0.146544,0.4233704,0.6117863,0.1289722,0.2961424,0.6606385,0.1278785,0.4255532,0.3651142,0.6012294,0.4218189,0.2508239,0.6175079,0.3527663,0.2762157,0.6148544,0.4173366,0.3442866,0.1768966,0.4146749,0.2261347,0.1719748,0.3375447,0.2520789,0.1790846,0.2927646,0.7862105,0.4702074,0.2852759,0.7843358,0.2537009,0.2988512,1.1011285,0.7453478,0.2337848,1.1204408,0.7054051,0.2960589,0.9148291,0.5787129,0.2541208,0.878875,0.6220467,0.3099002,1.1125843,-0.0469175,0.2446101,1.124666,-0.0129956,0.3132058,0.9478805,0.1365041,0.2910156,0.9068785,0.091338
133,2.2,0.50528,1.2242386,0.35383,0.51779,1.2173686,0.54004,0.27584,1.0984486,0.69209,0.27243,0.9084686,0.60402,0.51659,1.2282386,0.15648,0.32374,1.1210286,0.01522,0.28379,0.9302886,0.09963,0.32575,0.7982086,0.36464,0.33674,0.8015086,0.48825,0.4713,0.4987486,0.53141,0.35025,0.1269386,0.56341,0.32869,0.7987886,0.23533,0.47706,0.4958086,0.22632,0.35785,0.1124086,0.24447,0.49972,0.0760686,0.19302,0.49398,0.0765886,0.19446,0.30899,0.0720986,0.25691,0.48881,0.0886686,0.61317,0.48567,0.0900886,0.61168,0.32135,0.1007086,0.5567,0.418838,0.8493741,0.5480462,0.4063035,0.8450692,0.1864967,0.1810359,0.9193243,0.4401577,0.1765514,0.9176604,0.2983519,0.4614967,0.4903624,0.5962771,0.4782982,0.4796223,0.4751367,0.3434325,0.1220231,0.6038879,0.3731663,0.1163765,0.5235535,0.4739389,0.0892176,0.6017278,0.4183381,0.1093187,0.6414587,0.2786805,0.1010098,0.5420867,0.4519162,0.4742966,0.1648402,0.4785359,0.4791821,0.3000313,0.3329137,0.0985173,0.2153534,0.3712991,0.1036299,0.3023269,0.4693886,0.0706907,0.2106698,0.2694225,0.08258,0.2865822,0.4145865,0.0768599,0.1691264,0.5002269,1.2929117,0.5448776,0.4818747,1.3061327,0.1659434,0.3963302,1.3605951,0.3603078,0.4180906,0.7263147,0.5779219,0.4289719,0.6346219,0.6080539,0.3123617,0.6811612,0.6034651,0.4189438,0.7160045,0.1489291,0.424358,0.6196006,0.1302014,0.2941236,0.6610772,0.1280217,0.4339977,0.3749184,0.6050562,0.4273738,0.2610368,0.6206494,0.3585407,0.2875978,0.6185061,0.4256874,0.3534411,0.1758222,0.4202187,0.2354003,0.171952,0.3438237,0.2631653,0.1781895,0.2824281,0.783613,0.4727166,0.2748407,0.7811838,0.2544046,0.2930073,1.0989767,0.7465275,0.2305326,1.1200105,0.7039133,0.2927984,0.9143414,0.5798187,0.2477556,0.8779981,0.621532,0.3113246,1.1102786,-0.0436525,0.2477621,1.1261205,-0.0092951,0.3069873,0.9466649,0.1389831,0.2819788,0.9075815,0.0950642
134,2.2166667,0.51502,1.2011886,0.35318,0.52587,1.1938886,0.53782,0.27761,1.0853386,0.68311,0.27456,0.8911086,0.60684,0.5275,1.2054886,0.15769,0.32881,1.1004886,0.0187,0.27923,0.9161786,0.10011,0.3212,0.7899886,0.36387,0.33331,0.7943486,0.48688,0.47368,0.4953086,0.53201,0.35127,0.1257386,0.56259,0.32289,0.7889586,0.23555,0.47935,0.4908186,0.2241,0.35713,0.1095586,0.24428,0.50142,0.0743786,0.19265,0.49596,0.0747886,0.19402,0.30679,0.0703086,0.2574,0.49004,0.0875186,0.61305,0.48702,0.0888886,0.61159,0.32023,0.0990886,0.55769,0.4160054,0.8395621,0.5481365,0.4030449,0.8340393,0.1839636,0.1793346,0.9155454,0.4384167,0.1746157,0.9133295,0.2956276,0.4728311,0.4954221,0.5984544,0.4899153,0.4842581,0.4774452,0.3485617,0.1275908,0.6046078,0.3783341,0.1216146,0.5237066,0.4790213,0.0953308,0.6022538,0.4232977,0.1149421,0.6420158,0.2830808,0.1063821,0.5420056,0.4635399,0.479515,0.1618849,0.4890569,0.4838724,0.2959941,0.3373488,0.1041716,0.2130148,0.3744296,0.1088201,0.3000929,0.4734399,0.0767329,0.2090176,0.272782,0.0880727,0.2843367,0.419176,0.082976,0.1671109,0.5233473,1.2725959,0.5421587,0.5066132,1.2867675,0.163494,0.4234663,1.3472513,0.3574476,0.4155993,0.7278156,0.5770895,0.4319685,0.637527,0.6083405,0.3135305,0.6778639,0.6044705,0.4176506,0.7175572,0.1490906,0.4284349,0.6225847,0.1293887,0.2960693,0.6575511,0.1263387,0.444743,0.3792743,0.6072005,0.4358021,0.2653949,0.6221783,0.3670726,0.2931074,0.620304,0.4362053,0.3579598,0.172529,0.4280248,0.2396777,0.1693602,0.3526955,0.2690983,0.1748417,0.2774605,0.776965,0.4728162,0.2695835,0.7738285,0.2529962,0.2924559,1.0908582,0.7436566,0.2323663,1.1136238,0.6986868,0.2951357,0.9070269,0.5784892,0.2463919,0.8709059,0.6185908,0.317096,1.1009687,-0.0415856,0.2553598,1.1207407,-0.0066533,0.3057158,0.9386434,0.1395431,0.277396,0.9017492,0.0969578
135,2.2333333,0.52609,1.1767386,0.35665,0.53192,1.1687986,0.54086,0.28295,1.0503786,0.68381,0.27151,0.8650886,0.60626,0.54313,1.1809786,0.16197,0.33204,1.0729086,0.02023,0.2762,0.8979986,0.10773,0.31922,0.7840286,0.36698,0.32903,0.7863386,0.48907,0.47693,0.4948486,0.53324,0.35107,0.1276686,0.56128,0.32265,0.7848286,0.2398,0.48234,0.4901686,0.22224,0.35766,0.1104786,0.24274,0.50109,0.0734686,0.19201,0.4959,0.0742086,0.19295,0.30813,0.0739186,0.25588,0.48891,0.0869486,0.61557,0.48618,0.0881486,0.61426,0.32046,0.1016786,0.55554,0.414983,0.8320209,0.5516919,0.4022017,0.8256063,0.1857037,0.1803962,0.9128578,0.4403825,0.1756826,0.9101691,0.2969407,0.482875,0.5006963,0.6034731,0.5005555,0.489303,0.4827433,0.353051,0.1324509,0.6075565,0.3831705,0.1262466,0.5261984,0.4836425,0.0995057,0.6057754,0.4277043,0.118818,0.6453024,0.2870465,0.1115601,0.5437075,0.4744506,0.4856874,0.1625219,0.4990058,0.4893315,0.2952109,0.3414348,0.1100963,0.2132674,0.3772805,0.1140139,0.3002866,0.4775461,0.081715,0.2102696,0.2758948,0.0939423,0.284459,0.4236544,0.0881116,0.1677939,0.5470492,1.2524281,0.5426775,0.5331188,1.2670264,0.1650829,0.4522762,1.3332585,0.358084,0.4147978,0.7299597,0.5799073,0.4354335,0.6408739,0.6119348,0.3156062,0.6759476,0.6086753,0.417918,0.7202886,0.1529163,0.4331506,0.6267157,0.1322796,0.2996457,0.656116,0.1288849,0.4542024,0.3836155,0.6121772,0.4431045,0.269427,0.6264838,0.3744177,0.298276,0.6244691,0.4459328,0.3633345,0.1724837,0.4350449,0.2446133,0.1697192,0.3610784,0.2756679,0.1746135,0.2751107,0.7723656,0.4765554,0.2673002,0.7686911,0.2557239,0.294661,1.0794465,0.7431338,0.2368197,1.1041481,0.6963746,0.2996114,0.8966772,0.5802696,0.2468914,0.8611571,0.61853,0.3243174,1.0892863,-0.034908,0.2643404,1.1131305,0.0005041,0.306516,0.9291208,0.1448548,0.2744585,0.8943086,0.1032741
