Testing	// User ID
7-2-2025	// Evaluation date
KJ_Walk_BW2	6-2-2025	11:56:47:935	// Source file name and timestamp
100.000	// Sampling rate
4.000	// Data capture period



Sample #	Right_Foot_COM_X	Right_Foot_COM_Y	RightAnklePosX	RightAnklePosY	RightKnee.Pos.X	RightKneePosY	RightHip_PosX	RightHipPosY	ThoraxCOMPosY	ThoraxCOMPosX	GRF_MoundY	
83	-1.146250	0.123665	-1.227254	0.131575	-1.326980	0.534211	-1.413649	0.936420	1.406045	-1.365120	1.062901	
84	-1.123605	0.104928	-1.202960	0.127116	-1.332049	0.520392	-1.426537	0.920908	1.410675	-1.363135	0.540149	
85	-1.114278	0.105030	-1.192872	0.125919	-1.320516	0.520179	-1.415418	0.920533	1.405331	-1.359455	0.535864	
86	-1.097782	0.105654	-1.177042	0.122881	-1.312992	0.514177	-1.415982	0.912526	1.398856	-1.355630	0.417233	
87	-1.083760	0.105744	-1.163765	0.119392	-1.305613	0.508470	-1.413728	0.905465	1.392974	-1.351368	3.533108	
88	-1.070361	0.101540	-1.150264	0.116527	-1.295717	0.504346	-1.409542	0.899784	1.385163	-1.346200	-0.151681	
89	-1.055317	0.117167	-1.139837	0.114892	-1.287515	0.501615	-1.401941	0.896809	1.376508	-1.340117	-0.740745	
90	-1.048241	0.093278	-1.129122	0.110419	-1.276675	0.496187	-1.388856	0.892070	1.372290	-1.332990	-0.101383	
91	-1.043800	0.083752	-1.123876	0.104375	-1.267357	0.491801	-1.375526	0.888813	1.368939	-1.324873	-0.685770	
92	-1.037518	0.095142	-1.121423	0.104659	-1.259602	0.494991	-1.364038	0.892955	1.365183	-1.315189	1.684354	
93	-1.030132	0.098294	-1.116924	0.103829	-1.250197	0.495874	-1.350183	0.894926	1.363984	-1.305291	1.083212	
94	-1.029076	0.088056	-1.112375	0.102937	-1.240621	0.496698	-1.335127	0.896981	1.363765	-1.294012	0.486509	
95	-1.025185	0.087860	-1.109794	0.102305	-1.231249	0.498350	-1.322643	0.899335	1.364165	-1.282452	-0.166339	
96	-1.022038	0.084290	-1.107052	0.097333	-1.217427	0.496618	-1.305181	0.898466	1.363461	-1.271322	-1.393585	
97	-1.018796	0.081845	-1.104708	0.091903	-1.203274	0.494373	-1.289206	0.896657	1.362820	-1.259636	1.148357	
98	-1.019389	0.071757	-1.102139	0.088212	-1.191907	0.493035	-1.281209	0.894527	1.361887	-1.248332	1.119310	
99	-1.020514	0.063579	-1.100103	0.085977	-1.179625	0.492999	-1.270840	0.894069	1.362717	-1.236639	1.703607	
100	-1.020975	0.056463	-1.098182	0.083721	-1.166848	0.492757	-1.258925	0.893657	1.362974	-1.224840	-0.137525	
101	-1.021921	0.047534	-1.096055	0.081959	-1.154989	0.492559	-1.249451	0.892907	1.363227	-1.214678	-1.326951	
102	-1.022738	0.037431	-1.093979	0.080946	-1.144476	0.492678	-1.238326	0.893154	1.364968	-1.206326	1.113065	
103	-1.022571	0.030479	-1.091648	0.080541	-1.133463	0.493232	-1.228830	0.893269	1.366220	-1.199628	1.084785	
104	-1.022409	0.022667	-1.088801	0.080896	-1.123702	0.494166	-1.219107	0.894082	1.367592	-1.194122	-0.117132	
105	-1.021507	0.022368	-1.087230	0.081285	-1.114516	0.495038	-1.209259	0.894952	1.369447	-1.190317	-1.361356	
106	-1.021079	0.021644	-1.085339	0.082219	-1.106701	0.496201	-1.199163	0.896369	1.371958	-1.187884	0.476074	
107	-1.020751	0.022447	-1.084118	0.083179	-1.099418	0.497308	-1.190376	0.897460	1.374555	-1.185819	-1.281312	
108	-1.020639	0.022425	-1.083128	0.084117	-1.093440	0.498306	-1.180827	0.898784	1.377136	-1.184480	-1.327362	
109	-1.020363	0.025878	-1.083258	0.084912	-1.088252	0.499131	-1.171599	0.899971	1.380356	-1.183579	-0.121287	
110	-1.020189	0.028370	-1.084283	0.085366	-1.083926	0.499677	-1.163027	0.900835	1.383159	-1.181616	1.052942	
111	-1.021058	0.026937	-1.085102	0.086206	-1.080541	0.500559	-1.165039	0.899285	1.386245	-1.178794	-0.094407	
112	-1.021339	0.029577	-1.087187	0.086568	-1.078093	0.500986	-1.156463	0.900386	1.388921	-1.174761	-0.143724	
113	-1.022036	0.029117	-1.089679	0.086252	-1.076702	0.500752	-1.146822	0.901420	1.391816	-1.169723	1.096696	
114	-1.022559	0.034388	-1.093002	0.086161	-1.075304	0.500598	-1.137781	0.902294	1.394429	-1.163671	0.533420	
115	-1.023548	0.031971	-1.094397	0.085688	-1.074202	0.500004	-1.117713	0.905325	1.395596	-1.156644	1.165592	
116	-1.024133	0.029922	-1.095535	0.084656	-1.072922	0.498724	-1.106732	0.905301	1.397327	-1.147347	0.455948	
117	-1.024970	0.039348	-1.097753	0.084677	-1.070870	0.498361	-1.095178	0.906043	1.398024	-1.136344	2.260326	
118	-1.025980	0.048145	-1.099726	0.086384	-1.067676	0.499597	-1.081668	0.908234	1.398144	-1.122964	-1.996226	
119	-1.023952	0.061013	-1.101314	0.087914	-1.061977	0.500156	-1.074203	0.908745	1.398420	-1.107675	-0.155637	
120	-1.025910	0.037039	-1.098824	0.092803	-1.058073	0.505546	-1.052081	0.915515	1.396938	-1.089460	-0.776510	
121	-1.026533	0.030403	-1.099321	0.096165	-1.053398	0.508420	-1.040620	0.918702	1.395727	-1.071199	-0.033891	
122	-1.030904	0.060591	-1.106844	0.099119	-1.045701	0.509407	-1.027134	0.919883	1.395407	-1.051404	-0.709812	
123	-1.029534	0.079526	-1.104837	0.110927	-1.032953	0.518027	-1.004971	0.928492	1.393897	-1.026845	1.095671	
124	-1.035988	0.074054	-1.096581	0.115161	-1.030577	0.519758	-0.994377	0.929678	1.392112	-1.006615	-1.312323	
125	-1.030761	0.083484	-1.103231	0.109428	-1.030652	0.514352	-0.990614	0.923912	1.391029	-0.988628	-0.715870	
126	-1.030164	0.082000	-1.104684	0.104092	-1.024771	0.508739	-0.989575	0.918720	1.388743	-0.970258	0.525955	
127	-1.025116	0.089144	-1.106766	0.101838	-1.022130	0.506351	-0.984854	0.916156	1.388884	-0.955025	-0.747304	
128	-1.036740	0.059927	-1.105210	0.099873	-1.026671	0.506006	-0.970597	0.913677	1.390694	-0.940723	-1.370193	
129	-1.039966	0.007827	-1.095130	0.093528	-1.030100	0.502604	-0.965071	0.908950	1.391456	-0.925215	2.330954	
130	-1.034803	-0.000632	-1.091297	0.090780	-1.027709	0.500401	-0.942641	0.903021	1.397253	-0.908936	0.519430	
131	-1.034860	0.024680	-1.093161	0.095092	-1.022141	0.503284	-0.923376	0.902773	1.399278	-0.894620	-0.102534	
132	-1.040204	0.006183	-1.091544	0.096773	-1.019182	0.504425	-0.920441	0.903920	1.399779	-0.882537	-0.149855	
133	-1.033941	0.026024	-1.093315	0.101456	-1.016717	0.508401	-0.907774	0.905215	1.400002	-0.870842	1.145553	
134	-1.026580	0.051449	-1.095539	0.101012	-1.014713	0.507234	-0.899020	0.902114	1.398708	-0.860136	-0.082450	
135	-1.022307	0.063581	-1.095959	0.100814	-1.010509	0.506220	-0.888507	0.899236	1.395902	-0.850486	1.619344	
136	-1.021848	0.060528	-1.094979	0.098658	-1.008306	0.503895	-0.883019	0.895876	1.393892	-0.839052	1.088887	
137	-1.025828	0.057100	-1.095896	0.100619	-1.003315	0.504215	-0.873352	0.894670	1.391964	-0.826664	-0.712703	
138	-1.029650	0.058005	-1.099721	0.101500	-0.999333	0.503274	-0.856758	0.889300	1.388795	-0.814430	1.124132	
